id,catalog_number,chain_technical_data
396686,35A20,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
395881,60A19,Pitch:0.750 in|Chain Size:60 
396976,80A54,Pitch:1.000 in|Chain Size:80 
397026,40BTL14,Pitch:0.500 in|Chain Size:40 
394625,40B20FJ,Pitch:0.500 in|Chain Size:40 
395658,80SF45,Pitch:1.000 in|Chain Size:80 
395680,40A96,Pitch:0.500 in|Chain Size:40 
395802,50A22,Pitch:0.625 in|Chain Size:50 
396887,100BTL45,Pitch:1.250 in|Chain Size:100 
395536,41B10FJ,Pitch:0.500 in|Chain Size:41 
396878,40BTL36,Pitch:0.500 in|Chain Size:40 
396931,60B29F-1D,Pitch:0.750 in|Chain Size:60 
397911,40B12SS,Pitch:0.500 in|Chain Size:40 
395774,50A21,Pitch:0.625 in|Chain Size:50 
