main_image,catalog_number,specifications,chain_technical_data,sprocket_diameters,locking_bolts,id
http://chains.ustsubaki.com/ImgMedium/e142.jpg,140TL1,"Weight:25.000 lb|Use Bushing:4040 |D:7.750 in|P:7.750 in|L:4.000 in|T:1.000 in|Information:TAPER-LOCK type W weld-on hubs are
designed for use in applications such as
welding to plate sprockets, pulleys, and
agitators. They are made of steel, drilled,
tapped, and taper bored for TAPER-LOCK
bushings. ",,,,389944
http://chains.ustsubaki.com/ImgMedium/e142.jpg,80TL3,"Weight:4.300 lb|Use Bushing:3020 |D:5.250 in|P:5.000 in|L:2.000 in|T:0.562 in|Information:TAPER-LOCK type W weld-on hubs are
designed for use in applications such as
welding to plate sprockets, pulleys, and
agitators. They are made of steel, drilled,
tapped, and taper bored for TAPER-LOCK
bushings. ",,,,389974
http://chains.ustsubaki.com/ImgMedium/a1630.jpg,W45,Type :W |For Use with Bushing:4545 |Max. Bore of Bushing:1.938 in|A:8.750 in|B:4.500 in|C:1.750 in|D:1.000 in|F:0.375 in|G:8.000 in|H:7.625 in|J:6.375 in|K:8.000 in|Weight:42.000 lb,,,,389917
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL1023,Lacing:2x3 |P - Pitch:1.250 in|Min. Tensile Strength:31700 lb|ASME/ANSI Min. Tensile Strength:26000 lb|S - Hole Diameter:0.439 in|Approx. Weight:3.150 lb/ft,,,,391670
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL1434,Lacing:3x4 |P - Pitch:1.750 in|Min. Tensile Strength:87000 lb|ASME/ANSI Min. Tensile Strength:71000 lb|S - Hole Diameter:0.564 in|Approx. Weight:7.610 lb/ft,,,,391690
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL622,P - Pitch:0.750 in|Lacing:2x2 |Min. Tensile Strength:8600 lb|S - Hole Diameter:0.236 in|Approx. Weight:0.580 lb/ft,,,,391877
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL1022,P - Pitch:1.250 in|Lacing:2x2 |Min. Tensile Strength:22000 lb|S - Hole Diameter:0.377 in|Approx. Weight:1.800 lb/ft,,,,391910
http://chains.ustsubaki.com/ImgMedium/e142.jpg,120TL3,"Weight:13.000 lb|Use Bushing:3535 |D:6.500 in|P:6.500 in|L:3.500 in|T:1.000 in|Information:TAPER-LOCK type W weld-on hubs are
designed for use in applications such as
welding to plate sprockets, pulleys, and
agitators. They are made of steel, drilled,
tapped, and taper bored for TAPER-LOCK
bushings. ",,,,390189
http://chains.ustsubaki.com/ImgMedium/a1633.jpg,100EWB,Type :B |Weight:7.500 lb|Use Bushing:E |D:6.250 in|P:5.875 in|L:1.625 in|T:0.688 in,,,,390228
http://chains.ustsubaki.com/ImgMedium/a1633.jpg,60SKW,Type :B |Weight:2.400 lb|Use Bushing:SK |D:4.250 in|P:3.875 in|L:1.250 in|T:0.438 in,,,,390217
http://chains.ustsubaki.com/ImgMedium/a1632.jpg,80FW,Type :C |Weight:14.700 lb|Use Bushing:F |D:7.000 in|P:6.625 in|L:2.500 in|T:0.562 in,,,,390233
,PL3KE,d - Shaft O.D.:3.000 in|t1 - Shaft Dia. Tolerance:-0.0018 in +0 |D - Hub Counter I.D.:4.063 in|t2 - Hub Counter ID Tolerance:+0.0021 in -0 |D1 - O.D. of KE:4.188 in|Lt:1.909 in|L:1.594 in|L2:1.250 in|l:0.866 in|Transmissible Torque:3020 ft·lb|Transmissible Thrust:22822 lb|P - Shaft Contact Pressure:27413 psi|P1 - Hub Bore Contact Pressure:20306 psi|Qty. Locking Bolts:12 |Size Locking Bolts:M8 x 30 |Tightening Torque:30.000 ft·lb|Weight:2.350 lb,,,,390422
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL466,Lacing:6x6 |P - Pitch:0.500 in|Min. Tensile Strength:15600 lb|ASME/ANSI Min. Tensile Strength:15000 lb|S - Hole Diameter:0.202 in|Approx. Weight:1.320 lb/ft,,,,392497
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL566,Lacing:6x6 |P - Pitch:0.625 in|Min. Tensile Strength:26400 lb|ASME/ANSI Min. Tensile Strength:22500 lb|S - Hole Diameter:0.236 in|Approx. Weight:1.880 lb/ft,,,,392493
http://chains.ustsubaki.com/ImgMedium/Motor-NEMA-C-Flange-Input-Free-Output-Type--1-4-H-P--to-10-H-P--.jpg,DK002AFN,,,,,390768
,DK004FNFN-1,,,,,390751
http://chains.ustsubaki.com/ImgMedium/a1952.jpg,TS1016-PA,,,,,393130
http://chains.ustsubaki.com/ImgMedium/a1952.jpg,TS1905-PA,,,,,391065
http://chains.ustsubaki.com/ImgMedium/a1956.jpg,TT1143SS,,,,,391055
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL1634,Lacing:3x4 |P - Pitch:2.000 in|Min. Tensile Strength:124500 lb|ASME/ANSI Min. Tensile Strength:99000 lb|S - Hole Diameter:0.689 in|Approx. Weight:11.390 lb/ft,,,,391644
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL666,P - Pitch:0.750 in|Lacing:6x6 |Min. Tensile Strength:25800 lb|S - Hole Diameter:0.236 in|Approx. Weight:1.700 lb/ft,,,,391681
http://chains.ustsubaki.com/ImgMedium/a1956.jpg,TT826SS,,,,,391738
http://chains.ustsubaki.com/ImgMedium/a2048.jpg,40BIND,Xs:1.354 in|K:0.988 in|N:0.858 in|Approx. Weight:1.200 lbs/ft,,,,391742
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL423,Lacing:2x3 |P - Pitch:0.500 in|Min. Tensile Strength:5300 lb|ASME/ANSI Min. Tensile Strength:5000 lb|S - Hole Diameter:0.202 in|Approx. Weight:0.560 lb/ft,,,,391790
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL1222,P - Pitch:1.500 in|Lacing:2x2 |Min. Tensile Strength:31700 lb|S - Hole Diameter:0.439 in|Approx. Weight:2.390 lb/ft,,,,391863
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL466,P - Pitch:0.500 in|Lacing:6x6 |Min. Tensile Strength:11200 lb|S - Hole Diameter:0.158 in|Approx. Weight:0.740 lb/ft,,,,391880
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL1466,P - Pitch:1.750 in|Lacing:6x6 |Min. Tensile Strength:125400 lb|S - Hole Diameter:0.502 in|Approx. Weight:10.180 lb/ft,,,,391867
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL823,Lacing:2x3 |P - Pitch:1.000 in|Min. Tensile Strength:23100 lb|ASME/ANSI Min. Tensile Strength:19000 lb|S - Hole Diameter:0.377 in|Approx. Weight:2.150 lb/ft,,,,391754
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL1666,P - Pitch:2.000 in|Lacing:6x6 |Min. Tensile Strength:158000 lb|S - Hole Diameter:0.564 in|Approx. Weight:13.000 lb/ft,,,,391859
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL1246,Lacing:4x6 |P - Pitch:1.500 in|Min. Tensile Strength:83600 lb|ASME/ANSI Min. Tensile Strength:68000 lb|S - Hole Diameter:0.502 in|Approx. Weight:8.070 lb/ft,,,,393965
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL844,Lacing:4x4 |P - Pitch:1.000 in|Min. Tensile Strength:46200 lb|ASME/ANSI Min. Tensile Strength:38000 lb|S - Hole Diameter:0.377 in|Approx. Weight:3.390 lb/ft,,,,394021
http://chains.ustsubaki.com/ImgMedium/a1952.jpg,TS762-PA,,,,,394057
,DK002FNFN-1,,,,,394399
http://chains.ustsubaki.com/ImgMedium/a1918.jpg,C2030VRP-RG,,,,,394432
http://chains.ustsubaki.com/ImgMedium/a1907.jpg,C2050VRP-R4LS,,,,,394448
http://chains.ustsubaki.com/ImgMedium/a1945.jpg,TU826,,,,,392278
,40B18F-1G,Hub Diameter:2.313 in|LTB:1.000 in|Style:B |No. Teeth:18 |Finished Bore Diameter:1.438 in|Max. Bore:1.500 in|Weight:1.030 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in,,394473
,140A16,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:16 |Weight:14.000 lb|Tooth Nominal Width:0.924 in,Pitch:1.750 in|Chain Size:140 ,Outside Diameter:9.850 in|Pitch Diameter:8.971 in|Caliper Diameter:7.971 in,,394493
,40B19F-1D,Hub Diameter:2.500 in|LTB:1.000 in|Style:B |No. Teeth:19 |Finished Bore Diameter:1.250 in|Max. Bore:1.750 in|Weight:1.170 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.300 in|Pitch Diameter:3.038 in|Caliper Diameter:2.715 in,,394506
,D120B21,Stock Bore Diameter:1.500 in|Hub Diameter:5.500 in|LTB:3.750 in|Style:B |No. Teeth:21 |Outside Diameter:10.850 in|Pitch Diameter:10.065 in|Caliper Diameter:9.161 in|Max. Bore:3.500 in|Weight:55.600 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120-2 ,,,394511
,40B14F-1,Hub Diameter:1.688 in|LTB:0.875 in|Style:B |No. Teeth:14 |Finished Bore Diameter:1.000 in|Max. Bore:1.125 in|Weight:0.510 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.490 in|Pitch Diameter:2.247 in|Caliper Diameter:1.934 in,,394527
,40B17F-1C,Hub Diameter:2.125 in|LTB:1.000 in|Style:B |No. Teeth:17 |Finished Bore Diameter:1.188 in|Max. Bore:1.438 in|Weight:0.880 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.397 in,,394544
,160B23,Stock Bore Diameter:1.500 in|Hub Diameter:7.000 in|LTB:2.750 in|Style:B |No. Teeth:23 |Max. Bore:5.250 in|Weight:68.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:15.750 in|Pitch Diameter:14.688 in|Caliper Diameter:13.529 in,,394519
,50B32F-1R,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:32 |Finished Bore Diameter:1.938 in|Max. Bore:2.250 in|Weight:4.700 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in,,394557
,41B15FJ,Hub Diameter:1.906 in|LTB:0.875 in|Style:B |No. Teeth:15 |Finished Bore Diameter:0.625 in|Max. Bore:0.625 in|Weight:0.590 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:41 ,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.086 in,,394569
,40B26F-1B,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.125 in|Max. Bore:2.250 in|Weight:2.340 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in,,394565
,40B24FJ,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:24 |Finished Bore Diameter:0.625 in|Max. Bore:2.250 in|Weight:2.100 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in,,394573
,40B16F-1B,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:16 |Finished Bore Diameter:1.125 in|Max. Bore:1.375 in|Weight:0.660 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.250 in,,394549
,80B16F-1F,Hub Diameter:4.000 in|LTB:1.500 in|Style:B |No. Teeth:16 |Finished Bore Diameter:1.375 in|Max. Bore:2.750 in|Weight:5.500 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in,,394487
http://chains.ustsubaki.com/ImgMedium/a1613.jpg,2042B19,Plain Bore:0.625 in|No. Teeth:19 |Max. Bore:2.250 in|Hub Diameter:3.250 in|LTB:1.000 in|Weight:3.720 lb|Type:B |Tooth nominal Width:0.284 in|Hardened Teeth:Yes ,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in,,394523
,40B17F-1D,Hub Diameter:2.125 in|LTB:1.000 in|Style:B |No. Teeth:17 |Finished Bore Diameter:1.250 in|Max. Bore:1.438 in|Weight:0.880 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.397 in,,394540
,40B28F-1B,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:28 |Finished Bore Diameter:1.125 in|Max. Bore:2.250 in|Weight:2.500 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.153 in,,394590
,41A40,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:40 |Outside Diameter:6.650 in|Pitch Diameter:6.373 in|Caliper Diameter:6.067 in|Weight:2.220 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:41 ,,,394536
,40B27FL,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:27 |Finished Bore Diameter:0.750 in|Max. Bore:2.250 in|Weight:2.420 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in,,394586
,40B26F-1H,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.500 in|Max. Bore:2.250 in|Weight:2.340 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in,,394602
,40B26F-1C,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.188 in|Max. Bore:2.250 in|Weight:2.340 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in,,394532
,D160B14,Stock Bore Diameter:2.000 in|Hub Diameter:6.750 in|LTB:4.750 in|Style:B |No. Teeth:14 |Outside Diameter:9.960 in|Pitch Diameter:8.988 in|Caliper Diameter:7.863 in|Max. Bore:4.750 in|Weight:58.000 lb|Tooth Nominal Width:1.119 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160-2 ,,,394598
,40B24F-1C,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.188 in|Max. Bore:2.250 in|Weight:2.100 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in,,394643
,40B20FL,Hub Diameter:2.625 in|LTB:1.000 in|Style:B |No. Teeth:20 |Finished Bore Diameter:0.750 in|Max. Bore:1.875 in|Weight:1.330 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.883 in,,394632
,40B21F-1G,Hub Diameter:2.750 in|LTB:1.000 in|Style:B |No. Teeth:21 |Finished Bore Diameter:1.438 in|Max. Bore:1.875 in|Weight:1.530 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.620 in|Pitch Diameter:3.355 in|Caliper Diameter:3.033 in,,394610
,D140B24,Stock Bore Diameter:1.750 in|Hub Diameter:7.000 in|LTB:4.000 in|Style:B |No. Teeth:24 |Outside Diameter:14.340 in|Pitch Diameter:13.407 in|Caliper Diameter:12.407 in|Max. Bore:5.250 in|Weight:104.000 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.750 in|Chain Size:140-2 ,,,394627
,40B27FP,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:27 |Finished Bore Diameter:0.875 in|Max. Bore:2.250 in|Weight:2.420 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in,,394594
http://chains.ustsubaki.com/ImgMedium/triple strand.jpg,T50B23,Stock Bore Diameter:1.000 in|Hub Diameter:3.625 in|LTB:2.625 in|Style:B |No. Teeth:23 |Outside Diameter:4.920 in|Pitch Diameter:4.590 in|Caliper Diameter:4.179 in|Max. Bore:2.500 in|Weight:8.800 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50-3 ,,,394651
,50B10FP,Hub Diameter:1.375 in|LTB:1.000 in|Style:B |No. Teeth:10 |Finished Bore Diameter:0.875 in|Max. Bore:0.750 in|Weight:0.300 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:2.300 in|Pitch Sprocket Diameter:2.023 in|Caliper Diameter:1.623 in,,394663
,40B22FL,Hub Diameter:2.875 in|LTB:1.000 in|Style:B |No. Teeth:22 |Finished Bore Diameter:0.750 in|Max. Bore:1.875 in|Weight:1.660 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.780 in|Pitch Diameter:3.513 in|Caliper Diameter:3.201 in,,394659
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,40SH27,Hub Diameter:2.688 in|LTB:0.813 in|Style:B |No. Teeth:27 |Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in|Max. Bore:1.625 in|Weight:1.460 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,,,394667
,35B24FL,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:24 |Finished Bore Diameter:0.750 in|Max. Bore:1.375 in|Weight:0.880 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:3.070 in|Pitch Diameter:2.873 in|Caliper Diameter:2.673 in,,394671
,D50B42,Stock Bore Diameter:1.188 in|Hub Diameter:4.000 in|LTB:2.125 in|Style:B |No. Teeth:42 |Outside Diameter:8.720 in|Pitch Diameter:8.364 in|Caliper Diameter:7.964 in|Max. Bore:2.750 in|Weight:17.920 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50-2 ,,,394688
http://chains.ustsubaki.com/ImgMedium/a1612.jpg,2042A18,Plain Bore:0.625 in|No. Teeth:18 |Weight:1.800 lb|Type:A |Tooth nominal Width:0.284 in|Hardened Teeth:Yes ,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in,,394700
,35B15FJ,Hub Diameter:1.344 in|LTB:0.750 in|Style:B |No. Teeth:15 |Finished Bore Diameter:0.625 in|Max. Bore:0.875 in|Weight:0.290 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:1.990 in|Pitch Diameter:1.804 in|Caliper Diameter:1.594 in,,394712
,50B20F-1G,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:20 |Finished Bore Diameter:1.438 in|Max. Bore:2.000 in|Weight:2.100 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:4.320 in|Pitch Sprocket Diameter:3.995 in|Caliper Diameter:3.595 in,,394716
,80B46,Stock Bore Diameter:1.250 in|Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:46 |Outside Diameter:15.220 in|Pitch Diameter:14.654 in|Caliper Diameter:14.029 in|Max. Bore:3.250 in|Weight:33.100 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,394708
,140B15,Stock Bore Diameter:1.500 in|Hub Diameter:6.250 in|LTB:2.375 in|Style:B |No. Teeth:15 |Max. Bore:4.250 in|Weight:25.100 lb|Tooth Nominal Width:0.924 in,Pitch:1.750 in|Chain Size:140 ,Outside Diameter:9.280 in|Pitch Diameter:8.418 in|Caliper Diameter:7.371 in,,394683
,35B30F-1B,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:30 |Finished Bore Diameter:1.125 in|Max. Bore:1.375 in|Weight:1.020 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:3.790 in|Pitch Diameter:3.588 in|Caliper Diameter:3.388 in,,394692
,35A45,Stock Bore Diameter:0.594 in|Style:A |No. Teeth:45 |Outside Diameter:5.590 in|Pitch Diameter:5.376 in|Caliper Diameter:5.173 in|Weight:1.000 lb|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,394724
,35B16F-1,Hub Diameter:1.469 in|LTB:0.750 in|Style:B |No. Teeth:16 |Finished Bore Diameter:1.000 in|Max. Bore:0.938 in|Weight:0.350 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:2.110 in|Pitch Diameter:1.922 in|Caliper Diameter:1.722 in,,394720
,35A48,Stock Bore Diameter:0.594 in|Style:A |No. Teeth:48 |Outside Diameter:5.950 in|Pitch Diameter:5.734 in|Caliper Diameter:5.534 in|Weight:1.100 lb|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,394728
,60B36F-1H,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:36 |Finished Bore Diameter:1.500 in|Max. Bore:2.750 in|Weight:9.200 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in,,394768
,35A19,Stock Bore Diameter:0.500 in|Style:A |No. Teeth:19 |Outside Diameter:2.470 in|Pitch Diameter:2.279 in|Caliper Diameter:2.071 in|Weight:0.170 lb|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,394736
,35B13FH,Hub Diameter:1.250 in|LTB:0.750 in|Style:B |No. Teeth:13 |Finished Bore Diameter:0.500 in|Max. Bore:0.688 in|Weight:0.230 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:1.750 in|Pitch Diameter:1.567 in|Caliper Diameter:1.356 in,,394732
,40B20FP,Hub Diameter:2.625 in|LTB:1.000 in|Style:B |No. Teeth:20 |Finished Bore Diameter:0.875 in|Max. Bore:1.875 in|Weight:1.330 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.883 in,,394740
,35B18FJ,Hub Diameter:1.719 in|LTB:0.750 in|Style:B |No. Teeth:18 |Finished Bore Diameter:0.625 in|Max. Bore:1.188 in|Weight:0.480 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:2.350 in|Pitch Diameter:2.160 in|Caliper Diameter:1.960 in,,394754
,160A27,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:27 |Weight:71.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:18.310 in|Pitch Diameter:17.228 in|Caliper Diameter:16.073 in,,394810
,40B40F-1H,Hub Diameter:3.500 in|LTB:1.125 in|Style:B |No. Teeth:40 |Finished Bore Diameter:1.500 in|Max. Bore:2.375 in|Weight:4.280 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:6.650 in|Pitch Diameter:6.373 in|Caliper Diameter:6.061 in,,394762
,120A20,Stock Bore Diameter:1.250 in|Style:A |No. Teeth:20 |Outside Diameter:10.370 in|Pitch Diameter:9.588 in|Caliper Diameter:8.713 in|Weight:16.900 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120 ,,,394789
,35B20FH,Hub Diameter:1.938 in|LTB:0.750 in|Style:B |No. Teeth:20 |Finished Bore Diameter:0.500 in|Max. Bore:1.313 in|Weight:0.590 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:2.590 in|Pitch Diameter:2.397 in|Caliper Diameter:2.197 in,,394758
,40B21F-1H,Hub Diameter:2.750 in|LTB:1.000 in|Style:B |No. Teeth:21 |Finished Bore Diameter:1.500 in|Max. Bore:1.875 in|Weight:1.530 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.620 in|Pitch Diameter:3.355 in|Caliper Diameter:3.033 in,,394837
,41B16FJ,Hub Diameter:2.063 in|LTB:0.875 in|Style:B |No. Teeth:16 |Finished Bore Diameter:0.625 in|Max. Bore:0.625 in|Weight:0.720 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:41 ,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.257 in,,394872
