id,catalog_number,factors
5116598,22206EJW33C4,e - ISO Factor:0.31 |Y0 - ISO Factor:2.15 |Y1 - ISO Factor:3.2 |Y2 - ISO Factor:2.1 |Reference Thermal Speed Rating (Grease):7800 |Reference Thermal Speed Rating (Oil):9700 |Cg - Geometry Factor:0.0368 
5116604,22206EMC3,e - ISO Factor:0.31 |Y0 - ISO Factor:2.15 |Y1 - ISO Factor:3.2 |Y2 - ISO Factor:2.1 |Reference Thermal Speed Rating (Grease):7900 |Reference Thermal Speed Rating (Oil):9900 |Cg - Geometry Factor:0.0368 
5116610,21310KEJW33C3,e - ISO Factor:0.24 |Y0 - ISO Factor:2.83 |Y1 - ISO Factor:4.21 |Y2 - ISO Factor:2.76 |Reference Thermal Speed Rating (Grease):4900 |Reference Thermal Speed Rating (Oil):5900 |Cg - Geometry Factor:0.0549 
5116619,22218EJW33C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.31 |Y2 - ISO Factor:2.83 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0638 
5116606,232/900KYMDW40W874C2,e - ISO Factor:0.31 |Y0 - ISO Factor:2.16 |Y1 - ISO Factor:3.22 |Y2 - ISO Factor:2.12 |Reference Thermal Speed Rating (Grease):100 |Reference Thermal Speed Rating (Oil):100 |Cg - Geometry Factor:0.1515 
5116622,22213EJW33C3,e - ISO Factor:0.24 |Y0 - ISO Factor:2.79 |Y1 - ISO Factor:4.15 |Y2 - ISO Factor:2.73 |Reference Thermal Speed Rating (Grease):4200 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0511 
5116613,22216EJW33C4,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0573 
5116566,240/750YMDW33W45A,e - ISO Factor:0.27 |Y0 - ISO Factor:2.48 |Y1 - ISO Factor:3.69 |Y2 - ISO Factor:2.42 |Reference Thermal Speed Rating (Grease):190 |Reference Thermal Speed Rating (Oil):210 |Cg - Geometry Factor:0.1346 
5116608,21310EJW33C3,e - ISO Factor:0.24 |Y0 - ISO Factor:2.83 |Y1 - ISO Factor:4.21 |Y2 - ISO Factor:2.76 |Reference Thermal Speed Rating (Grease):4900 |Reference Thermal Speed Rating (Oil):5900 |Cg - Geometry Factor:0.0549 
5116629,22217EJW33C4,e - ISO Factor:0.22 |Y0 - ISO Factor:3.07 |Y1 - ISO Factor:4.57 |Y2 - ISO Factor:3 |Reference Thermal Speed Rating (Grease):3400 |Reference Thermal Speed Rating (Oil):4200 |Cg - Geometry Factor:0.0595 
5116617,22218EJW33C2,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.31 |Y2 - ISO Factor:2.83 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0638 
5116621,22213EJW33C2,e - ISO Factor:0.24 |Y0 - ISO Factor:2.79 |Y1 - ISO Factor:4.15 |Y2 - ISO Factor:2.73 |Reference Thermal Speed Rating (Grease):4200 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0511 
5116631,22215EJW33C2,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3700 |Reference Thermal Speed Rating (Oil):4600 |Cg - Geometry Factor:0.0547 
5116632,22215EJW33C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3700 |Reference Thermal Speed Rating (Oil):4600 |Cg - Geometry Factor:0.0547 
5116642,23024EJW33C4,e - ISO Factor:0.22 |Y0 - ISO Factor:3.02 |Y1 - ISO Factor:4.49 |Y2 - ISO Factor:2.95 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3300 |Cg - Geometry Factor:0.0735 
5116625,22213EJW33C4,e - ISO Factor:0.24 |Y0 - ISO Factor:2.79 |Y1 - ISO Factor:4.15 |Y2 - ISO Factor:2.73 |Reference Thermal Speed Rating (Grease):4200 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0511 
5116637,22222EJW33C4,e - ISO Factor:0.25 |Y0 - ISO Factor:2.73 |Y1 - ISO Factor:4.06 |Y2 - ISO Factor:2.67 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3500 |Cg - Geometry Factor:0.0742 
5116633,22215EJW33C4,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3700 |Reference Thermal Speed Rating (Oil):4600 |Cg - Geometry Factor:0.0547 
5116645,22311EJW33C3,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4300 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0499 
5116635,22222EJW33C2,e - ISO Factor:0.25 |Y0 - ISO Factor:2.73 |Y1 - ISO Factor:4.06 |Y2 - ISO Factor:2.67 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3500 |Cg - Geometry Factor:0.0742 
5116638,22214EJC3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.32 |Y2 - ISO Factor:2.84 |Reference Thermal Speed Rating (Grease):3900 |Reference Thermal Speed Rating (Oil):4800 |Cg - Geometry Factor:0.0552 
5116641,23024EJW33C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.02 |Y1 - ISO Factor:4.49 |Y2 - ISO Factor:2.95 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3300 |Cg - Geometry Factor:0.0735 
5116671,22316KEJW33C3,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3700 |Cg - Geometry Factor:0.0638 
5116644,22311EJW33C2,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4300 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0499 
5116672,22316KEJW33C4,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3700 |Cg - Geometry Factor:0.0638 
5116676,22216KEJW33C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0573 
5116667,22316EJW33C2,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3700 |Cg - Geometry Factor:0.0638 
5116686,22316EMW33W800C4,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3300 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0638 
5116669,22316EJW33C4,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3700 |Cg - Geometry Factor:0.0638 
5116682,22311EMW33C7,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5116662,231/530YMBW33W45AC3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.27 |Y1 - ISO Factor:3.38 |Y2 - ISO Factor:2.22 |Reference Thermal Speed Rating (Grease):310 |Reference Thermal Speed Rating (Oil):340 |Cg - Geometry Factor:0.1109 
5116688,22312EJW33C3,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4000 |Reference Thermal Speed Rating (Oil):4700 |Cg - Geometry Factor:0.0532 
5116683,22312EMW33W800C4,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4100 |Reference Thermal Speed Rating (Oil):4900 |Cg - Geometry Factor:0.0532 
5116675,22216KEJW33C2,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0573 
5116690,22312KEJW33C3,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4000 |Reference Thermal Speed Rating (Oil):4700 |Cg - Geometry Factor:0.0532 
5116679,22212EMC3,e - ISO Factor:0.24 |Y0 - ISO Factor:2.84 |Y1 - ISO Factor:4.23 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):4500 |Reference Thermal Speed Rating (Oil):5600 |Cg - Geometry Factor:0.0551 
5116677,22216KEJW33C4,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0573 
5116685,22222KEMW33C3,e - ISO Factor:0.25 |Y0 - ISO Factor:2.73 |Y1 - ISO Factor:4.06 |Y2 - ISO Factor:2.67 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3500 |Cg - Geometry Factor:0.0742 
5116681,22311EMW33C3,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5116691,22216KEMW33C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3600 |Reference Thermal Speed Rating (Oil):4400 |Cg - Geometry Factor:0.0573 
5116663,NU3068EMA,Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.2253 
5116699,22312KEMW33C4,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4100 |Reference Thermal Speed Rating (Oil):4900 |Cg - Geometry Factor:0.0532 
5116702,22311KEJW33C3,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4300 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0499 
5116687,22311EMW33W800C4,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5116693,22312KEMW33W800C4,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4100 |Reference Thermal Speed Rating (Oil):4900 |Cg - Geometry Factor:0.0532 
5116703,22311KEJW33C4,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4300 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0499 
5116698,22312KEMW33C3,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4100 |Reference Thermal Speed Rating (Oil):4900 |Cg - Geometry Factor:0.0532 
5116678,22309EMW22C4,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):5100 |Reference Thermal Speed Rating (Oil):6100 |Cg - Geometry Factor:0.049 
5116709,22316EJW33W22C2,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3700 |Cg - Geometry Factor:0.0638 
5116700,22316KEMW33C3,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3300 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0638 
5116716,22312EMW33C7,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4100 |Reference Thermal Speed Rating (Oil):4900 |Cg - Geometry Factor:0.0532 
5116723,22312EMW33W21AC3,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4100 |Reference Thermal Speed Rating (Oil):4900 |Cg - Geometry Factor:0.0532 
5116710,22311KEMW33W22C3,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5116719,22311KEMW33W800C4,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5116715,22312EMW33C3,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4100 |Reference Thermal Speed Rating (Oil):4900 |Cg - Geometry Factor:0.0532 
5116707,22316KEMW33W800C4,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3300 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0638 
5116711,22311KEMW33W22C4,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5116721,22222EMW33C3,e - ISO Factor:0.25 |Y0 - ISO Factor:2.73 |Y1 - ISO Factor:4.06 |Y2 - ISO Factor:2.67 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3500 |Cg - Geometry Factor:0.0742 
5116726,22316EMW33W22C2,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3300 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0638 
5116713,22216EMW33C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3600 |Reference Thermal Speed Rating (Oil):4400 |Cg - Geometry Factor:0.0573 
5116732,22311EMW800C4,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5116735,21313EJW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.37 |Y2 - ISO Factor:2.87 |Reference Thermal Speed Rating (Grease):3900 |Reference Thermal Speed Rating (Oil):4800 |Cg - Geometry Factor:0.0569 
5116744,22211EMC3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.95 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):4700 |Reference Thermal Speed Rating (Oil):5900 |Cg - Geometry Factor:0.052 
5116727,NU2232EMA,Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1600 |Cg - Geometry Factor:0.1288 
5116708,22311KEMW33C3,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.84 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5200 |Cg - Geometry Factor:0.0499 
5116743,22212EJW841C3,e - ISO Factor:0.24 |Y0 - ISO Factor:2.84 |Y1 - ISO Factor:4.23 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):4400 |Reference Thermal Speed Rating (Oil):5500 |Cg - Geometry Factor:0.0551 
5116748,23022EJW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.32 |Y2 - ISO Factor:2.84 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3600 |Cg - Geometry Factor:0.0707 
5116752,22219KEMW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.88 |Y1 - ISO Factor:4.29 |Y2 - ISO Factor:2.82 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3900 |Cg - Geometry Factor:0.067 
5116740,22310EMW22C2,e - ISO Factor:0.36 |Y0 - ISO Factor:1.89 |Y1 - ISO Factor:2.81 |Y2 - ISO Factor:1.85 |Reference Thermal Speed Rating (Grease):4700 |Reference Thermal Speed Rating (Oil):5600 |Cg - Geometry Factor:0.0549 
5116738,21313KEJW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.37 |Y2 - ISO Factor:2.87 |Reference Thermal Speed Rating (Grease):3900 |Reference Thermal Speed Rating (Oil):4800 |Cg - Geometry Factor:0.0569 
5116706,22312EMW98C4,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):4100 |Reference Thermal Speed Rating (Oil):4900 |Cg - Geometry Factor:0.0532 
5116718,22316EMW33C3,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3300 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0638 
5116751,23022KEJW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.32 |Y2 - ISO Factor:2.84 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3600 |Cg - Geometry Factor:0.0707 
5116725,22222KEJW33C3,e - ISO Factor:0.25 |Y0 - ISO Factor:2.73 |Y1 - ISO Factor:4.06 |Y2 - ISO Factor:2.67 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3500 |Cg - Geometry Factor:0.0742 
5116749,23022EJW33C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.32 |Y2 - ISO Factor:2.84 |Reference Thermal Speed Rating (Grease):2900 |Reference Thermal Speed Rating (Oil):3600 |Cg - Geometry Factor:0.0707 
5116668,22316EJW33C3,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3700 |Cg - Geometry Factor:0.0638 
5116768,23120KEJW33C3,e - ISO Factor:0.28 |Y0 - ISO Factor:2.35 |Y1 - ISO Factor:3.5 |Y2 - ISO Factor:2.3 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3200 |Cg - Geometry Factor:0.0673 
5116760,22219KEJW33C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.88 |Y1 - ISO Factor:4.29 |Y2 - ISO Factor:2.82 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3900 |Cg - Geometry Factor:0.067 
5116736,22206EJNW49P6AC6,e - ISO Factor:0.31 |Y0 - ISO Factor:2.15 |Y1 - ISO Factor:3.2 |Y2 - ISO Factor:2.1 |Reference Thermal Speed Rating (Grease):7800 |Reference Thermal Speed Rating (Oil):9700 |Cg - Geometry Factor:0.0368 
5116770,23120KEMW33C3,e - ISO Factor:0.28 |Y0 - ISO Factor:2.35 |Y1 - ISO Factor:3.5 |Y2 - ISO Factor:2.3 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3200 |Cg - Geometry Factor:0.0673 
5116766,23120EJW33C3,e - ISO Factor:0.28 |Y0 - ISO Factor:2.35 |Y1 - ISO Factor:3.5 |Y2 - ISO Factor:2.3 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3200 |Cg - Geometry Factor:0.0673 
5116759,22219KEJW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.88 |Y1 - ISO Factor:4.29 |Y2 - ISO Factor:2.82 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3900 |Cg - Geometry Factor:0.067 
5116756,22219EJW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.88 |Y1 - ISO Factor:4.29 |Y2 - ISO Factor:2.82 |Reference Thermal Speed Rating (Grease):3200 |Reference Thermal Speed Rating (Oil):3900 |Cg - Geometry Factor:0.067 
5116773,23120EMW33C4,e - ISO Factor:0.28 |Y0 - ISO Factor:2.35 |Y1 - ISO Factor:3.5 |Y2 - ISO Factor:2.3 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3200 |Cg - Geometry Factor:0.0673 
5116781,6001-RS-C3,Grease Reference Speed:23000 rpm|Oil Reference Speed:33000 rpm
5116772,23120EMW33C3,e - ISO Factor:0.28 |Y0 - ISO Factor:2.35 |Y1 - ISO Factor:3.5 |Y2 - ISO Factor:2.3 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3200 |Cg - Geometry Factor:0.0673 
5116775,22218EMW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.31 |Y2 - ISO Factor:2.83 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0638 
5116780,22215KEJW33C4,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):3700 |Reference Thermal Speed Rating (Oil):4600 |Cg - Geometry Factor:0.0547 
5116793,22213KEJW33C3,e - ISO Factor:0.24 |Y0 - ISO Factor:2.79 |Y1 - ISO Factor:4.15 |Y2 - ISO Factor:2.73 |Reference Thermal Speed Rating (Grease):4200 |Reference Thermal Speed Rating (Oil):5100 |Cg - Geometry Factor:0.0511 
5116787,22217KEJW33C4,e - ISO Factor:0.22 |Y0 - ISO Factor:3.07 |Y1 - ISO Factor:4.57 |Y2 - ISO Factor:3 |Reference Thermal Speed Rating (Grease):3400 |Reference Thermal Speed Rating (Oil):4200 |Cg - Geometry Factor:0.0595 
5116795,22220KEJW33C2,e - ISO Factor:0.24 |Y0 - ISO Factor:2.85 |Y1 - ISO Factor:4.24 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):3100 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0694 
5116807,22218KEJW33C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.31 |Y2 - ISO Factor:2.83 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0638 
5116774,23084KYMBW915C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.05 |Y1 - ISO Factor:4.54 |Y2 - ISO Factor:2.98 |Reference Thermal Speed Rating (Grease):620 |Reference Thermal Speed Rating (Oil):720 |Cg - Geometry Factor:0.0935 
5116789,22218KEMW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.9 |Y1 - ISO Factor:4.31 |Y2 - ISO Factor:2.83 |Reference Thermal Speed Rating (Grease):3500 |Reference Thermal Speed Rating (Oil):4300 |Cg - Geometry Factor:0.0638 
5116791,23024KEJW33C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.02 |Y1 - ISO Factor:4.49 |Y2 - ISO Factor:2.95 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3300 |Cg - Geometry Factor:0.0735 
5116786,22217KEJW33C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.07 |Y1 - ISO Factor:4.57 |Y2 - ISO Factor:3 |Reference Thermal Speed Rating (Grease):3400 |Reference Thermal Speed Rating (Oil):4200 |Cg - Geometry Factor:0.0595 
5116809,23024EJW841C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.02 |Y1 - ISO Factor:4.49 |Y2 - ISO Factor:2.95 |Reference Thermal Speed Rating (Grease):2700 |Reference Thermal Speed Rating (Oil):3300 |Cg - Geometry Factor:0.0735 
5116796,22220KEJW33C3,e - ISO Factor:0.24 |Y0 - ISO Factor:2.85 |Y1 - ISO Factor:4.24 |Y2 - ISO Factor:2.78 |Reference Thermal Speed Rating (Grease):3100 |Reference Thermal Speed Rating (Oil):3800 |Cg - Geometry Factor:0.0694 
