id,catalog_number,abutment_and_fillet_dimensions
5061330,5311K,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.079 in|da - Inner Ring Backing Diameter:67.437 mm 2.655 in|Da - Outer Ring Backing Diameter:107.442 mm 4.230 in"
5061274,5309W,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:56.007 mm 2.205 in|Da - Outer Ring Backing Diameter:90.780 mm 3.574 in"
5061421,313W,"R - Inner Ring ""To Clear"" Radius:2.110 mm 0.083 in|r - Outer Ring ""To Clear"" Radius:2.110 mm 0.083 in|da - Inner Ring Backing Diameter:77.000 mm 3.030 in|Da - Outer Ring Backing Diameter:128.000 mm 5.040 in"
5061318,7308WN,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:49.000 mm 1.930 in|Da - Outer Ring Backing Diameter:81.000 mm 3.190 in"
5061310,7305WN,"R - Inner Ring ""To Clear"" Radius:1.100 mm 0.043 in|r - Outer Ring ""To Clear"" Radius:1.100 mm 0.043 in|da - Inner Ring Backing Diameter:29.000 mm 1.140 in|Da - Outer Ring Backing Diameter:55.100 mm 2.170 in"
5061434,9115K,"R - Inner Ring ""To Clear"" Radius:1.100 mm 0.043 in|r - Outer Ring ""To Clear"" Radius:1.100 mm 0.043 in|da - Inner Ring Backing Diameter:79.000 mm 3.110 in|Da - Outer Ring Backing Diameter:108.000 mm 4.250 in"
5061321,7309WN,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:65.480 mm 2.578 in|Da - Outer Ring Backing Diameter:80.440 mm 3.167 in"
5061424,7330WN MBR,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.118 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.118 in|da - Inner Ring Backing Diameter:213.030 mm 8.387 in|Da - Outer Ring Backing Diameter:259.490 mm 10.216 in"
5061466,209W,"R - Inner Ring ""To Clear"" Radius:1.100 mm 0.043 in|r - Outer Ring ""To Clear"" Radius:1.100 mm 0.043 in|da - Inner Ring Backing Diameter:49.300 mm 1.940 in|Da - Outer Ring Backing Diameter:78.000 mm 3.070 in"
5061472,211W,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:61.200 mm 2.410 in|Da - Outer Ring Backing Diameter:93.500 mm 3.680 in"
5061486,314W,"R - Inner Ring ""To Clear"" Radius:2.110 mm 0.083 in|r - Outer Ring ""To Clear"" Radius:2.110 mm 0.083 in|da - Inner Ring Backing Diameter:82.000 mm 3.230 in|Da - Outer Ring Backing Diameter:137.900 mm 5.430 in"
5061428,7411PW BR,"R - Inner Ring ""To Clear"" Radius:2.100 mm 0.083 in|r - Outer Ring ""To Clear"" Radius:2.100 mm 0.083 in|da - Inner Ring Backing Diameter:67.100 mm 2.640 in|Da - Outer Ring Backing Diameter:128.000 mm 5.040 in"
5061471,210W,"R - Inner Ring ""To Clear"" Radius:1.100 mm 0.043 in|r - Outer Ring ""To Clear"" Radius:1.100 mm 0.043 in|da - Inner Ring Backing Diameter:54.100 mm 2.130 in|Da - Outer Ring Backing Diameter:83.100 mm 3.270 in"
5061228,5307W,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:49.530 mm 1.950 in|Da - Outer Ring Backing Diameter:71.323 mm 2.808 in"
5061488,315K,"R - Inner Ring ""To Clear"" Radius:2.110 mm 0.083 in|r - Outer Ring ""To Clear"" Radius:2.110 mm 0.083 in|da - Inner Ring Backing Diameter:87.100 mm 3.430 in|Da - Outer Ring Backing Diameter:148.100 mm 5.830 in"
5061495,5213K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:74.803 mm 2.945 in|Da - Outer Ring Backing Diameter:108.712 mm 4.280 in"
5061481,314K,"R - Inner Ring ""To Clear"" Radius:2.110 mm 0.083 in|r - Outer Ring ""To Clear"" Radius:2.110 mm 0.083 in|da - Inner Ring Backing Diameter:82.000 mm 3.230 in|Da - Outer Ring Backing Diameter:137.900 mm 5.430 in"
5061500,5215K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:84.963 mm 3.345 in|Da - Outer Ring Backing Diameter:118.745 mm 4.675 in"
5061503,5217,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.079 in|da - Inner Ring Backing Diameter:96.901 mm 3.815 in|Da - Outer Ring Backing Diameter:137.414 mm 5.410 in"
5061497,5214K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:79.756 mm 3.140 in|Da - Outer Ring Backing Diameter:114.046 mm 4.490 in"
5061501,5216,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.079 in|da - Inner Ring Backing Diameter:91.948 mm 3.620 in|Da - Outer Ring Backing Diameter:127.635 mm 5.025 in"
5061518,9126K,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.079 in|da - Inner Ring Backing Diameter:140.000 mm 5.510 in|Da - Outer Ring Backing Diameter:190.000 mm 7.480 in"
5061514,9121K,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.079 in|da - Inner Ring Backing Diameter:115.100 mm 4.530 in|Da - Outer Ring Backing Diameter:150.100 mm 5.910 in"
5061547,317K,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.118 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.118 in|da - Inner Ring Backing Diameter:99.100 mm 3.900 in|Da - Outer Ring Backing Diameter:166.100 mm 6.540 in"
5061478,212W,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:67.800 mm 2.670 in|Da - Outer Ring Backing Diameter:101.100 mm 3.980 in"
5061460,207W,"R - Inner Ring ""To Clear"" Radius:1.100 mm 0.043 in|r - Outer Ring ""To Clear"" Radius:1.100 mm 0.043 in|da - Inner Ring Backing Diameter:38.900 mm 1.530 in|Da - Outer Ring Backing Diameter:65.000 mm 2.560 in"
5061490,9117K,"R - Inner Ring ""To Clear"" Radius:1.100 mm 0.043 in|r - Outer Ring ""To Clear"" Radius:1.100 mm 0.043 in|da - Inner Ring Backing Diameter:88.900 mm 3.500 in|Da - Outer Ring Backing Diameter:122.900 mm 4.840 in"
5061519,9128K,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.079 in|da - Inner Ring Backing Diameter:147.600 mm 5.810 in|Da - Outer Ring Backing Diameter:200.200 mm 7.880 in"
5061538,315W,"R - Inner Ring ""To Clear"" Radius:2.110 mm 0.083 in|r - Outer Ring ""To Clear"" Radius:2.110 mm 0.083 in|da - Inner Ring Backing Diameter:87.100 mm 3.430 in|Da - Outer Ring Backing Diameter:148.100 mm 5.830 in"
5061515,9124K,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.079 in|da - Inner Ring Backing Diameter:130.000 mm 5.120 in|Da - Outer Ring Backing Diameter:169.900 mm 6.690 in"
5061594,322W,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.118 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.118 in|da - Inner Ring Backing Diameter:124.000 mm 4.880 in|Da - Outer Ring Backing Diameter:226.100 mm 8.900 in"
5061582,320K,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.118 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.118 in|da - Inner Ring Backing Diameter:114.000 mm 4.490 in|Da - Outer Ring Backing Diameter:200.900 mm 7.910 in"
5061584,320W,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.118 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.118 in|da - Inner Ring Backing Diameter:114.000 mm 4.490 in|Da - Outer Ring Backing Diameter:200.900 mm 7.910 in"
5061579,318K,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.118 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.118 in|da - Inner Ring Backing Diameter:103.900 mm 4.090 in|Da - Outer Ring Backing Diameter:176.000 mm 6.930 in"
5061544,316W,"R - Inner Ring ""To Clear"" Radius:2.110 mm 0.083 in|r - Outer Ring ""To Clear"" Radius:2.110 mm 0.083 in|da - Inner Ring Backing Diameter:91.900 mm 3.620 in|Da - Outer Ring Backing Diameter:158.000 mm 6.220 in"
5061578,317W,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.118 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.118 in|da - Inner Ring Backing Diameter:99.100 mm 3.900 in|Da - Outer Ring Backing Diameter:166.100 mm 6.540 in"
5066718,23196KYMBW507C08,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:547.000 mm 21.500 in|Da - Outer Ring Backing Diameter:719.000 mm 28.300 in"
5061574,120W2,"R - Inner Ring ""To Clear"" Radius:2.010 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.010 mm 0.079 in|da - Inner Ring Backing Diameter:112.500 mm 4.430 in|Da - Outer Ring Backing Diameter:147.470 mm 5.810 in"
5066729,239/670YMBW509C08C3,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:727.000 mm 28.600 in|Da - Outer Ring Backing Diameter:851.000 mm 33.500 in"
5061581,319W,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.118 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.118 in|da - Inner Ring Backing Diameter:109.000 mm 4.290 in|Da - Outer Ring Backing Diameter:185.900 mm 7.320 in"
5066728,239/670YMBW509C08,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:727.000 mm 28.600 in|Da - Outer Ring Backing Diameter:851.000 mm 33.500 in"
5066745,230/850YMBW45W805C6,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:938.000 mm 36.900 in|Da - Outer Ring Backing Diameter:1139.000 mm 44.800 in"
5066739,230/500KYMBW507C08,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:550.000 mm 21.700 in|Da - Outer Ring Backing Diameter:673.000 mm 26.500 in"
5066740,230/500KYMBW507C08C3,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:550.000 mm 21.700 in|Da - Outer Ring Backing Diameter:673.000 mm 26.500 in"
5066742,230/500KYMBW906AC3,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:550.000 mm 21.700 in|Da - Outer Ring Backing Diameter:673.000 mm 26.500 in"
5066767,240RU91R6,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.100 in|da - Inner Ring Backing Diameter:265.000 mm 10.400 in|Da - Outer Ring Backing Diameter:365.000 mm 14.400 in"
5066890,209K,"R - Inner Ring ""To Clear"" Radius:1.100 mm 0.043 in|r - Outer Ring ""To Clear"" Radius:1.100 mm 0.043 in|da - Inner Ring Backing Diameter:49.300 mm 1.940 in|Da - Outer Ring Backing Diameter:78.000 mm 3.070 in"
5066741,230/500KYMBW906A,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:550.000 mm 21.700 in|Da - Outer Ring Backing Diameter:673.000 mm 26.500 in"
5067085,2MM9116WI,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:88.500 mm 3.490 in|Da - Outer Ring Backing Diameter:116.500 mm 4.590 in"
5067096,3MM212WI,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:69.300 mm 2.730 in|Da - Outer Ring Backing Diameter:101.400 mm 3.990 in"
5067378,239/670KYMBW507C08,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:727.000 mm 28.600 in|Da - Outer Ring Backing Diameter:851.000 mm 33.500 in"
5067121,3MM301WI,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:17.400 mm 0.690 in|Da - Outer Ring Backing Diameter:32.100 mm 1.270 in"
5067931,24092YMBW33W45AC3,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:507.000 mm 20.000 in|Da - Outer Ring Backing Diameter:631.000 mm 24.800 in"
5067160,5219,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.079 in|da - Inner Ring Backing Diameter:109.093 mm 4.295 in|Da - Outer Ring Backing Diameter:155.956 mm 6.140 in"
5067163,213W,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:72.600 mm 2.860 in|Da - Outer Ring Backing Diameter:111.000 mm 4.370 in"
5067969,230/630YMBW507C08,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:697.000 mm 27.400 in|Da - Outer Ring Backing Diameter:858.000 mm 33.800 in"
5067973,23184YMBW507C08C3,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:480.000 mm 18.900 in|Da - Outer Ring Backing Diameter:636.000 mm 25.100 in"
5067976,23288KYMBW507C08,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:512.000 mm 20.100 in|Da - Outer Ring Backing Diameter:710.000 mm 28.000 in"
5067974,231/500YMBW507C08,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:572.000 mm 22.500 in|Da - Outer Ring Backing Diameter:753.000 mm 29.700 in"
5067971,23184YMBW509C08C3,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:480.000 mm 18.900 in|Da - Outer Ring Backing Diameter:636.000 mm 25.100 in"
5067966,23092YMBW509C08,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:512.000 mm 20.100 in|Da - Outer Ring Backing Diameter:631.000 mm 24.900 in"
5068305,2MM209WI,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:52.300 mm 2.060 in|Da - Outer Ring Backing Diameter:78.200 mm 3.080 in"
5061325,5408,"R - Inner Ring ""To Clear"" Radius:2.007 mm 0.079 in|r - Outer Ring ""To Clear"" Radius:2.007 mm 0.079 in|da - Inner Ring Backing Diameter:52.832 mm 2.080 in|Da - Outer Ring Backing Diameter:96.901 mm 3.815 in"
5068384,MM305K,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:31.900 mm 1.260 in|Da - Outer Ring Backing Diameter:55.800 mm 2.200 in"
5068363,MM9305K,"R - Inner Ring ""To Clear"" Radius:0.300 mm 0.012 in|r - Outer Ring ""To Clear"" Radius:0.300 mm 0.012 in|da - Inner Ring Backing Diameter:29.080 mm 1.150 in|Da - Outer Ring Backing Diameter:39.240 mm 1.550 in"
5068392,2MM306WI,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:37.500 mm 1.480 in|Da - Outer Ring Backing Diameter:65.200 mm 2.570 in"
5068426,214W,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:77.700 mm 3.060 in|Da - Outer Ring Backing Diameter:116.100 mm 4.570 in"
5068395,MM307K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:43.200 mm 1.700 in|Da - Outer Ring Backing Diameter:72.100 mm 2.840 in"
5068386,2MM305WI,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:31.900 mm 1.260 in|Da - Outer Ring Backing Diameter:55.800 mm 2.200 in"
5068345,2MM213WI,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:75.700 mm 2.980 in|Da - Outer Ring Backing Diameter:109.700 mm 4.320 in"
5068391,MM306K,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:37.500 mm 1.480 in|Da - Outer Ring Backing Diameter:65.200 mm 2.570 in"
5069302,230/850KYMBW906AC3,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:938.000 mm 36.900 in|Da - Outer Ring Backing Diameter:1139.000 mm 44.800 in"
5068842,1932,"r - Cup Backface ""To Clear"" Radius:0.050 in 1.27 mm|Da - Cup Frontface Backing Diameter:2.17 in 55.10 mm|Db - Cup Backface Backing Diameter:2.05 in 52.07 mm"
5069308,239/710KYMBW906A,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:771.000 mm 30.400 in|Da - Outer Ring Backing Diameter:898.000 mm 35.300 in"
5069307,23292YMBW507C08C3,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:535.000 mm 21.100 in|Da - Outer Ring Backing Diameter:746.000 mm 29.400 in"
5069309,239/710KYMBW906AC3,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:771.000 mm 30.400 in|Da - Outer Ring Backing Diameter:898.000 mm 35.300 in"
5069305,231/500KYMBW906A,"R - Inner Ring ""To Clear"" Radius:6.000 mm 0.240 in|r - Outer Ring ""To Clear"" Radius:6.000 mm 0.240 in|da - Inner Ring Backing Diameter:572.000 mm 22.500 in|Da - Outer Ring Backing Diameter:753.000 mm 29.700 in"
5069330,230/530YMBW509C08,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:588.000 mm 23.200 in|Da - Outer Ring Backing Diameter:725.000 mm 28.600 in"
5069461,211K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:61.200 mm 2.410 in|Da - Outer Ring Backing Diameter:93.500 mm 3.680 in"
5069467,212K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:67.800 mm 2.670 in|Da - Outer Ring Backing Diameter:101.100 mm 3.980 in"
5069660,2MM210WI,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:57.400 mm 2.260 in|Da - Outer Ring Backing Diameter:83.300 mm 3.280 in"
5069681,3MM9111WI,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:62.200 mm 2.450 in|Da - Outer Ring Backing Diameter:83.300 mm 3.280 in"
5069673,2MM9111WI,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:62.200 mm 2.450 in|Da - Outer Ring Backing Diameter:83.300 mm 3.280 in"
5069699,MM9306K,"R - Inner Ring ""To Clear"" Radius:0.300 mm 0.012 in|r - Outer Ring ""To Clear"" Radius:0.300 mm 0.012 in|da - Inner Ring Backing Diameter:34.160 mm 1.350 in|Da - Outer Ring Backing Diameter:44.070 mm 1.740 in"
5069732,2MM307WI,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:43.200 mm 1.700 in|Da - Outer Ring Backing Diameter:72.100 mm 2.840 in"
5069738,2MM308WI,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:49.300 mm 1.940 in|Da - Outer Ring Backing Diameter:81.300 mm 3.200 in"
5069737,MM308K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:49.300 mm 1.940 in|Da - Outer Ring Backing Diameter:81.300 mm 3.200 in"
5069653,2MM9105WI,"R - Inner Ring ""To Clear"" Radius:0.600 mm 0.024 in|r - Outer Ring ""To Clear"" Radius:0.600 mm 0.024 in|da - Inner Ring Backing Diameter:29.900 mm 1.180 in|Da - Outer Ring Backing Diameter:42.600 mm 1.680 in"
5069742,2MM309WI,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:55.400 mm 2.180 in|Da - Outer Ring Backing Diameter:90.200 mm 3.550 in"
5070823,23084YMBW25W507C08C3,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:467.000 mm 18.400 in|Da - Outer Ring Backing Diameter:576.000 mm 22.700 in"
5069776,215W,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:82.600 mm 3.250 in|Da - Outer Ring Backing Diameter:120.900 mm 4.760 in"
5069744,MM310K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:60.700 mm 2.390 in|Da - Outer Ring Backing Diameter:99.800 mm 3.930 in"
5069790,5413,"R - Inner Ring ""To Clear"" Radius:2.108 mm 0.083 in|r - Outer Ring ""To Clear"" Radius:2.108 mm 0.083 in|da - Inner Ring Backing Diameter:82.931 mm 3.265 in|Da - Outer Ring Backing Diameter:143.891 mm 5.665 in"
5069741,MM309K,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.059 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.059 in|da - Inner Ring Backing Diameter:55.400 mm 2.180 in|Da - Outer Ring Backing Diameter:90.200 mm 3.550 in"
5070935,23184KYMBW507C08C3,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:480.000 mm 18.900 in|Da - Outer Ring Backing Diameter:636.000 mm 25.100 in"
