id,Brand,catalog_number,name,URL                     
2275443,Browning,B14MHC-1610-125,,                   
2275442,Browning,B14MHC-1568-90,,                    
2275441,Browning,B14MHC-1568-68,,                    
2275440,Browning,B14MHC-1568-37,,                    
2275439,Browning,B14MHC-1568-20,,                    
2275438,Browning,B14MHC-1568-125,,                   
2275437,Browning,B14MHC-1400-90,,                    
2275436,Browning,B14MHC-1400-68,,                    
2275435,Browning,B14MHC-1400-37,,                    
2275434,Browning,B14MHC-1400-20,,                    
2275433,Browning,B14MHC-1400-125,,                   
2275432,Browning,B14MHC-1260-90,,                    
2275431,Browning,B14MHC-1260-68,,                    
2275430,Browning,B14MHC-1260-37,,                    
2275429,Browning,B14MHC-1260-20,,                    
2275428,Browning,B14MHC-1260-125,,                   
2275427,Browning,B14MHC-1190-90,,                    
2275426,Browning,B14MHC-1190-68,,                    
2275425,Browning,B14MHC-1190-37,,                    
2275424,Browning,B14MHC-1190-20,,                    
2275423,Browning,B14MHC-1190-125,,                   
2275422,Browning,B14MHC-1120-90,,                    
2275421,Browning,B14MHC-1120-68,,                    
2275420,Browning,B14MHC-1120-37,,                    
2275419,Browning,B14MHC-1120-20,,                    
2275418,Browning,B14MHC-1120-125,,                   
2275417,Browning,B8MHC-960-62,,                      
2275416,Browning,B8MHC-960-36,,                      
2275415,Browning,B8MHC-960-21,,                      
2275414,Browning,B8MHC-960-12,,                      
2275413,Browning,B8MHC-896-62,,                      
2275412,Browning,B8MHC-896-36,,                      
2275411,Browning,B8MHC-896-21,,                      
2275410,Browning,B8MHC-896-12,,                      
2275409,Browning,B8MHC-800-62,,                      
2275408,Browning,B8MHC-800-36,,                      
2275407,Browning,B8MHC-800-21,,                      
2275406,Browning,B8MHC-800-12,,                      
2275405,Browning,B8MHC-720-62,,                      
2275404,Browning,B8MHC-720-36,,                      
2275403,Browning,B8MHC-720-21,,                      
2275402,Browning,B8MHC-720-12,,                      
2275401,Browning,B8MHC-640-62,,                      
2275400,Browning,B8MHC-640-36,,                      
2275399,Browning,B8MHC-640-21,,                      
2275398,Browning,B8MHC-640-12,,                      
2275397,Browning,B8MHC-4480-62,,                     
2275396,Browning,B8MHC-4480-36,,                     
2275395,Browning,B8MHC-4480-21,,                     
2275394,Browning,B8MHC-4480-12,,                     
2275393,Browning,B8MHC-4400-62,,                     
2275392,Browning,B8MHC-4400-36,,                     
2275391,Browning,B8MHC-4400-21,,                     
2275390,Browning,B8MHC-4400-12,,                     
2275389,Browning,B8MHC-4000-62,,                     
2275388,Browning,B8MHC-4000-36,,                     
2275387,Browning,B8MHC-4000-21,,                     
2275386,Browning,B8MHC-4000-12,,                     
2275385,Browning,B8MHC-3600-62,,                     
2275384,Browning,B8MHC-3600-36,,                     
2275383,Browning,B8MHC-3600-21,,                     
2275382,Browning,B8MHC-3600-12,,                     
2275381,Browning,B8MHC-3280-62,,                     
2275380,Browning,B8MHC-3280-36,,                     
2275379,Browning,B8MHC-3280-21,,                     
2275378,Browning,B8MHC-3280-12,,                     
2275377,Browning,B8MHC-3200-62,,                     
2275376,Browning,B8MHC-3200-36,,                     
2275375,Browning,B8MHC-3200-21,,                     
2275374,Browning,B8MHC-3200-12,,                     
2275373,Browning,B8MHC-3048-62,,                     
2275372,Browning,B8MHC-3048-36,,                     
2275371,Browning,B8MHC-3048-21,,                     
2275370,Browning,B8MHC-3048-12,,                     
2275369,Browning,B8MHC-2840-62,,                     
2275368,Browning,B8MHC-2840-36,,                     
2275367,Browning,B8MHC-2840-21,,                     
2275366,Browning,B8MHC-2840-12,,                     
2275365,Browning,B8MHC-2800-62,,                     
2275364,Browning,B8MHC-2800-36,,                     
2275363,Browning,B8MHC-2800-21,,                     
2275362,Browning,B8MHC-2800-12,,                     
2275361,Browning,B8MHC-2600-62,,                     
2275360,Browning,B8MHC-2600-36,,                     
2275359,Browning,B8MHC-2600-21,,                     
2275358,Browning,B8MHC-2600-12,,                     
2275357,Browning,B8MHC-2520-62,,                     
2275356,Browning,B8MHC-2520-36,,                     
2275355,Browning,B8MHC-2520-21,,                     
2275354,Browning,B8MHC-2520-12,,                     
2275353,Browning,B8MHC-2400-62,,                     
2275352,Browning,B8MHC-2400-36,,                     
2275351,Browning,B8MHC-2400-21,,                     
2275350,Browning,B8MHC-2400-12,,                     
2275349,Browning,B8MHC-2240-62,,                     
2275348,Browning,B8MHC-2240-36,,                     
2275347,Browning,B8MHC-2240-21,,                     
2275346,Browning,B8MHC-2240-12,,                     
2275345,Browning,B8MHC-2200-62,,                     
2275344,Browning,B8MHC-2200-36,,                     
2275343,Browning,B8MHC-2200-21,,                     
2275342,Browning,B8MHC-2200-12,,                     
2275341,Browning,B8MHC-2000-62,,                     
2275340,Browning,B8MHC-2000-36,,                     
2275339,Browning,B8MHC-2000-21,,                     
2275338,Browning,B8MHC-2000-12,,                     
2275337,Browning,B8MHC-1792-62,,                     
2275336,Browning,B8MHC-1792-36,,                     
2275335,Browning,B8MHC-1792-21,,                     
2275334,Browning,B8MHC-1792-12,,                     
2275333,Browning,B8MHC-1760-62,,                     
2275332,Browning,B8MHC-1760-36,,                     
2275331,Browning,B8MHC-1760-21,,                     
2275330,Browning,B8MHC-1760-12,,                     
2275329,Browning,B8MHC-1600-62,,                     
2275328,Browning,B8MHC-1600-36,,                     
2275327,Browning,B8MHC-1600-21,,                     
2275326,Browning,B8MHC-1600-12,,                     
2275325,Browning,B8MHC-1440-62,,                     
2275324,Browning,B8MHC-1440-36,,                     
2275323,Browning,B8MHC-1440-21,,                     
2275322,Browning,B8MHC-1440-12,,                     
2275321,Browning,B8MHC-1280-62,,                     
2275320,Browning,B8MHC-1280-36,,                     
2275319,Browning,B8MHC-1280-21,,                     
2275318,Browning,B8MHC-1280-12,,                     
2275317,Browning,B8MHC-1224-62,,                     
2275316,Browning,B8MHC-1224-36,,                     
2275315,Browning,B8MHC-1224-21,,                     
2275314,Browning,B8MHC-1224-12,,                     
2275313,Browning,B8MHC-1200-62,,                     
2275312,Browning,B8MHC-1200-36,,                     
2275311,Browning,B8MHC-1200-21,,                     
2275310,Browning,B8MHC-1200-12,,                     
2275309,Browning,B8MHC-1120-62,,                     
2275308,Browning,B8MHC-1120-36,,                     
2275307,Browning,B8MHC-1120-21,,                     
2275306,Browning,B8MHC-1120-12,,                     
2275305,Browning,B8MHC-1040-62,,                     
2275304,Browning,B8MHC-1040-36,,                     
2275303,Browning,B8MHC-1040-21,,                     
2275302,Browning,B8MHC-1040-12,,                     
2275301,Browning,B8MHC-1000-62,,                     
2275300,Browning,B8MHC-1000-36,,                     
2275299,Browning,B8MHC-1000-21,,                     
2275298,Browning,B8MHC-1000-12,,                     
2275297,Browning,PB14MCS-48-125,,                    
2275296,Browning,PB14MCS-45-125,,                    
2275295,Browning,PB14MCS-43-125,,                    
2275294,Browning,PB14MCS-40-90,,                     
2275293,Browning,PB14MCS-40-125,,                    
2275292,Browning,PB14MCS-39-90,,                     
2275291,Browning,PB14MCS-39-125,,                    
2275290,Browning,PB14MCS-38-90,,                     
2275289,Browning,PB14MCS-38-125,,                    
2275288,Browning,PB14MCS-37-90,,                     
2275287,Browning,PB14MCS-37-125,,                    
2275286,Browning,PB14MCS-36-90,,                     
2275285,Browning,PB14MCS-36-125,,                    
2275284,Browning,PB14MCS-35-90,,                     
2275283,Browning,PB14MCS-35-125,,                    
2275282,Browning,PB14MCS-34-90,,                     
2275281,Browning,PB14MCS-34-68,,                     
2275280,Browning,PB14MCS-34-125,,                    
2275279,Browning,PB14MCS-33-90,,                     
2275278,Browning,PB14MCS-33-68,,                     
2275277,Browning,PB14MCS-33-125,,                    
2275276,Browning,PB14MCS-32-90,,                     
2275275,Browning,PB14MCS-32-68,,                     
2275274,Browning,PB14MCS-32-125,,                    
2275273,Browning,PB14MCS-31-90,,                     
2275272,Browning,PB14MCS-31-68,,                     
