id;catalog_number;description;add_descr;attributes
2887174;3602-BLP-36-1795;Durham 3602-BLP-36-1795 FDC 36X18X72 36B #17 KH 95;nan;nan
2887178;3603-156B-1795;Durham 3603-156B-1795 FDC 36X18X84 BDLP 156B#17 KH 95;nan;nan
2887182;360-95;Durham 360-95 42 BIN SB #95 GRAY;nan;nan
2887186;363LP-95;Durham 363LP-95 72 BIN SB SIDE LPNL #95 GRAY;nan;nan
2887190;364-95-BLR/LEG;Durham 364-95-BLR/LEG 12^BBC#95W/BLR LEGS;nan;nan
2887194;368-95;Durham 368-95 WSR-4 #95 GRAY;nan;nan
2887198;3702-132-1795;Durham 3702-132-1795 14G-HDC 24X36X78 132B 6^BA CH 95 W/ RED BINS;nan;nan
2887202;3702-16-3S-5295;Durham 3702-16-3S-5295 14G-HDC 24X36X7816B 3S 6^BA CH #52 BLUE 95;nan;nan
2887206;3702CXC-30B-1795;Durham 3702CXC-30B-1795 14G-HDC 24X36X78 L.DR. CLR BLP 30B #17 6^BA COMP-X CH 95;nan;nan
2887210;3703-4S-95;Durham 3703-4S-95 14G-HDC 24X48X78 4S 6^BA CH 95;nan;nan
2887214;3703CXC-42B-95;Durham 3703CXC-42B-95 14G-HDC 24X48X78 L.DR. CLR BLP 42B 6^ BA COMP-X CH 95;nan;nan
2887218;3704CXC-54B-1795;Durham 3704CXC-54B-1795 14G-HDC 24X60X78 L.DR. CLR BLP 54B #17 6^ BA COMP-X CH 95;nan;nan
2887222;371-D806;Durham 371-D806 LABELSMETRIC BIN9 PAGE;nan;nan
2887226;381-95;Durham 381-95 LG KEY STOCK #95 GRAY;nan;nan
2887230;385-95;Durham 385-95 AC-6 CAN CADDY#95 GRAY;nan;nan
2887234;3951-3S-95;Durham 3951-3S-95 BFD 24X36X72 3S PLDH 95;nan;nan
2887238;396-95;Durham 396-95 8 BIN SB #95 GRAY;nan;nan
2887242;3SLT-1836-1.2K-95;Durham 3SLT-1836-1.2K-95 THREE SIDED LOW TRUCK 18X36 RS SB #95 GRAY;nan;nan
2887246;3SLT-2448-1.2K-95;Durham 3SLT-2448-1.2K-95 THREE SIDED LOW TRUCK 24X48 RS SB #95 GRAY;nan;nan
2887250;3ST-EX2448-95;Durham 3ST-EX2448-95 3 SIDED TRK EXP MTL 24X48 6PH #95 GRAY;nan;nan
2887254;3ST-EX3048-3AS-95;Durham 3ST-EX3048-3AS-95 3 SIDED TRK EXP MTL30X48 3 ADJ SH #95 GRAY;nan;nan
2887258;3ST-EX3060-3AS-95;Durham 3ST-EX3060-3AS-95 3 SIDED TRK EXP MTL30X60 3 ADJ SH #95 GRAY;nan;nan
2887262;3ST-EX3660-3AS-95;Durham 3ST-EX3660-3AS-95 3 SIDED TRK EXP MTL36X60 3 ADJ SH #95 GRAY;nan;nan
2887266;3ST-EX3672-3AS-95;Durham 3ST-EX3672-3AS-95 3 SIDED TRK EXP MTL36X72 3 ADJ SH #95 GRAY;nan;nan
2887270;400-54;Durham 400-54 #20 LIT RACK #54 PUTTY;nan;nan
2887274;401-08;Durham 401-08 #31 LIT RACK#8 BLACK;nan;nan
2887278;401-75;Durham 401-75 #31 LIT RACK#75 TAN;nan;nan
2887282;402-54;Durham 402-54 #32 LIT RACK #54 PUTTY;nan;nan
2887286;403-08;Durham 403-08 #33 LIT RACK#8 BLACK;nan;nan
2887290;403-75;Durham 403-75 #33 LIT RACK#75 TAN;nan;nan
2887294;405-54;Durham 405-54 #32-12 LIT RACK54 PUTTY;nan;nan
2887298;406-54;Durham 406-54 #34-12 LIT RACK #54 PUTTY;nan;nan
2887302;407-54-A;Durham 407-54-A 3212/2012 LEG#54 PUTTY;nan;nan
2887310;408-95-A;Durham 408-95-A LIT RACK LEGASSEMBLED;nan;nan
2887314;411-95;Durham 411-95 #20-12 LIT RACK#95 GRAY;nan;nan
2887318;422-95;Durham 422-95 2033/8020/8831BASE ONLY;nan;nan
2887322;423-95;Durham 423-95 4032#95 GRAYBASE ONLY;nan;nan
2887326;432-75;Durham 432-75 HLR-12 #75 TAN;nan;nan
2887330;4SLT-1836-1.2K-95;Durham 4SLT-1836-1.2K-95 FOUR SIDED LOW TRUCK 18X36 1.2K 5PU RS SB #95 GRAY;nan;nan
2887334;4SLT-2448-2K-95;Durham 4SLT-2448-2K-95 FOUR SIDED LOW TRUCK 24X48 2K 6PHRS SB #95 GRAY;nan;nan
2887338;4STE-EX-3048-95;Durham 4STE-EX-3048-95 4ST 30X48 EX 2K ERG SH 6PH RS 95;nan;nan
2887342;4STE-SM-3048-95;Durham 4STE-SM-3048-95 4ST 30X48 SM 2K ERG SH 6PH RS 95;nan;nan
2887346;5002-18-95;Durham 5002-18-95 12G-SHELVING 18X36X60 18B #21 95;nan;nan
2887350;5003-30-95;Durham 5003-30-95 12G-SHELVING 18X36X72 30B #21 95;nan;nan
2887354;5006-30-95;Durham 5006-30-95 12G-SHELVING 18X48X60 30B #17 95;nan;nan
2887358;5007-42-95;Durham 5007-42-95 12G-SHELVING 18X48X72 42B #21 95;nan;nan
2887362;5010-30-95;Durham 5010-30-95 12G-SHELVING 24X36X60 30B #21 95;nan;nan
2887366;5011-30-95;Durham 5011-30-95 12G-SHELVING 24X36X72 30B #21 95;nan;nan
2887370;5014-30-95;Durham 5014-30-95 12G-SHELVING 24X48X60 30B #21 95;nan;nan
2887374;5015-42-95;Durham 5015-42-95 12G-SHELVING 24X48X72 42B #21 95;nan;nan
2887378;5018-42-5295;Durham 5018-42-5295 12G-SHELVING 24X60X60 42B #52 95;nan;nan
2887382;5019-54-5295;Durham 5019-54-5295 12G-SHELVING 24X60X72 54B #52 95;nan;nan
2887386;5022-48-5295;Durham 5022-48-5295 12G-SHELVING 24X72X60 48B #52 95;nan;nan
2887390;5023-72-5295;Durham 5023-72-5295 12G-SHELVING 24X72X72 72B #52 95;nan;nan
2887394;529-D830;Durham 529-D830 GREEN FIRST AID LABEL;nan;nan
2887398;534-43;Durham 534-43 9FX 3 SHELF CABINET #43 WHITE;nan;nan
2887402;535-43;Durham 535-43 11FX 4 SHELF CABINET #43 WHITE;nan;nan
2887406;563-H720;Durham 563-H720 8 POCKET POUCH W/ ADHESIVE #7FX 05-7008-RED;nan;nan
2887410;575-95;Durham 575-95 ART FILE #95 GRAY;nan;nan
2887414;581-95;Durham 581-95 1 SHELF HYD. HOSE CABINET #95 GRAY;nan;nan
2887418;590-95;Durham 590-95 BULB CABINET #95 GRAY;nan;nan
2887422;5WT-3060-12PN-95;Durham 5WT-3060-12PN-95 5TH WH TRK 30X60 12^PN 2K #95;nan;nan
2887426;611-95;Durham 611-95 TB 9 DRAWER CAB#95 GRAY;nan;nan
2887438;907-08-S129;Durham 907-08-S129 10 LOOP CLAMP#8 BLACK;nan;nan
2887442;AF-3048-LP-95;Durham AF-3048-LP-95 AF 30X48 2K SH LP 6PH RS SB 95;nan;nan
2887446;AF-3060-95;Durham AF-3060-95 A FRAME 30X60 #95 GRAY;nan;nan
2887450;APT-3048-95;Durham APT-3048-95 ADJUSTABLE PLATFORM TRUCK 30X48 #95 GRAY;nan;nan
2887454;BCT-2860-10K-95;Durham BCT-2860-10K-95 BAR CRADLE TRK 28X60 3 CRADLE 10K #95;nan;nan
2887458;C244DI;Durham C244DI IND SMALL CPT BOX 200B;nan;nan
2887462;DC-243636-48-2S-95;Durham DC-243636-48-2S-95 DDC 24X36X36 48B 2S KH 95;nan;nan
2887466;DC36-4S12DS-95;Durham DC36-4S12DS-95 DDC 36X24X72 4S 12DS KH 95;nan;nan
2887470;DC36-78-6DS-95;Durham DC36-78-6DS-95 DDC 36X24X72 84B 6DS KH 95;nan;nan
2887474;DC48-128-4S-1795;Durham DC48-128-4S-1795 DDC 48X24X72 128B #17 4S KH 95;nan;nan
2887478;DC48-176-5295;Durham DC48-176-5295 DDC 48X24X72 176B #52 KH 95;nan;nan
2887482;DC48-4S14DS-95;Durham DC48-4S14DS-95 DDC 48X24X72 4S 14DS KH 95;nan;nan
2887486;DC48-842S6DS-1795;Durham DC48-842S6DS-1795 DDC 48X24X72 84B #17 2S 6DS KH 95;nan;nan
2887490;DC-BDLP-132-5295;Durham DC-BDLP-132-5295 DDC 36X24X72 #52 132B KH 95;nan;nan
2887494;DCBDLP524RDR-95;Durham DCBDLP524RDR-95 DDC 36X24X72 52B 1S 4D 12DS KH 95;nan;nan
2887498;DCBDLP694RDR-1795;Durham DCBDLP694RDR-1795 DDC 48X24X72 69B #17 1S 4D 12DS KH 95;nan;nan
2887502;DCBDLP724RDR-5295;Durham DCBDLP724RDR-5295 DDC 48X24X72 72B #52 1S 4D 12DS KH 95;nan;nan
2887506;DC-DLP-96-4S-95;Durham DC-DLP-96-4S-95 DDC 36X24X72 96B 4S KH 95;nan;nan
2887514;DWB-3072-BE-LP-95;Durham DWB-3072-BE-LP-95 DUR WK BCH 30X72 BE LP #95 GRAY;nan;nan
2887518;DWB-3672-95;Durham DWB-3672-95 DUR WK BCH 36X72X34 12GA. TOP #95 GRAY;nan;nan
2887522;DWBM-3060-BE-RSR-95;Durham DWBM-3060-BE-RSR-95 MOB DUR WK BCH 30X60 BE RSR #95 GRAY;nan;nan
2887526;EAS-1824-95;Durham EAS-1824-95 2SC 18X24 1.2K SHTLD 5PU RS 95;nan;nan
2887530;EGCC16-50;Durham EGCC16-50 ECON GAS CYL CAB 16CYL #50 YELLOW;nan;nan
2887534;EGCVC18-50;Durham EGCVC18-50 ECON GAS CYL CAB VERT 18 CYL #50 YELLOW;nan;nan
2887538;EMDC-2600-BLP-95;Durham EMDC-2600-BLP-95 CVC 16GA 18X36X48 BLP PH 95;nan;nan
2887542;EMDC36182S15B5295;Durham EMDC36182S15B5295 CVC 36X18X72 15B #52 2S KH 95;nan;nan
2887546;EMDC361845B95;Durham EMDC361845B95 CVC 36X18X72 45B KH 95;nan;nan
2887550;EMDC-361872-18B-2S-5295;Durham EMDC-361872-18B-2S-5295 CVC 36X18X72 BLP 18B#52 2S KH 95;nan;nan
2887554;EMDC-361872-30B-95;Durham EMDC-361872-30B-95 CVC 36X18X72 BLP 30B KH 95;nan;nan
2887558;EMDC36242S15B5295;Durham EMDC36242S15B5295 CVC 36X24X72 15B #52 2S KH 95;nan;nan
2887562;EMDC-362472-18B-2S-5295;Durham EMDC-362472-18B-2S-5295 CVC 36X24X72 BLP 18B #52 2S KH 95;nan;nan
2887566;EMDC-362472-30B-95;Durham EMDC-362472-30B-95 CVC 36X24X72 BLP 30B KH 95;nan;nan
2887570;EMDC-362484-HDL-95;Durham EMDC-362484-HDL-95 CVC LOCKER 36X24X84 4S KH 95;nan;nan
2887574;EMDC-481872-42B-1795;Durham EMDC-481872-42B-1795 CVC 48X18X72 BLP 42B #17 KH 95;nan;nan
2887578;EMDC-481872-6B-3S-5295;Durham EMDC-481872-6B-3S-5295 CVC 48X18X72 BLP 6B 3S #52 KH 95;nan;nan
2887582;EMDC-482472-24B-2S-5295;Durham EMDC-482472-24B-2S-5295 CVC 48X24X72 BLP 24B #52 2S KH 95;nan;nan
2887586;EMDC-482472-42B-95;Durham EMDC-482472-42B-95 CVC 48X24X72 BLP 42B KH 95;nan;nan
2887590;EMDC-482472-95;Durham EMDC-482472-95 CVC 48X24X72 3S KH 95;nan;nan
2887594;EPT-3060-95;Durham EPT-3060-95 STEEL PLATFORM TRUCK 30X60 #95 GRAY;nan;nan
2887610;H1067;Durham H1067 LOCK HDL 751 STD #25008 1 1/4^ STEM;nan;nan
2887614;H1127;Durham H1127 3^ BLK HDL INSERT-177-DRW #CT345-01;nan;nan
2887618;H1311;Durham H1311 CH 751 1 PR OF KEYS;nan;nan
2887622;H1343;Durham H1343 LOCK ROD SET 37.25^ R-SDB37.25S;nan;nan
2887626;H1352;Durham H1352 ZINC PLATED LOCK ROD 32 3/4^ R-ROD-32.75BM;nan;nan
2887630;H302;Durham H302 LOCK BAR2 LRPLATED;nan;nan
2887634;HC1101S;Durham HC1101S 3 X 1 SFT RBR PLUG IN SWIVEL 121#CAP;nan;nan
2887638;HC1149S/SB;Durham HC1149S/SB 5 X 1.25 POLYURETHANE SWIV GRAY W/SIDE BRAKES 300 # CAP;nan;nan
2887642;HC1152R;Durham HC1152R 6 X 2 PHENOLIC RIGID 1200# CAP;nan;nan
2887646;HC1418S/SB;Durham HC1418S/SB 3^ X 1 13/16^ PHENOLIC SWIVEL RB TOP LOCK BRAKE 1000# CAP;nan;nan
2887650;HDC-203642-2S95;Durham HDC-203642-2S95 12G-HDC COUNTER TOP 20X36X42 2S CH 95;nan;nan
2887654;HDC-243666-3S95;Durham HDC-243666-3S95 12G-HDC STORAGE 24X36X66 3S 6^BA CH 95;nan;nan
2887658;HDC-244878-4S95;Durham HDC-244878-4S95 12G-HDC STORAGE 24X48X78 4S 6^BA CH 95;nan;nan
2887662;HDC-247278-4S95;Durham HDC-247278-4S95 12G-HDC STORAGE 24X72X78 4S 6^BA CH 95;nan;nan
2887666;HDC36-108-3S1795;Durham HDC36-108-3S1795 12G-HDC BDLP 24X36X78 108B #17 3S 6^BA CH 95;nan;nan
2887670;HDC36-126-5295;Durham HDC36-126-5295 12G-HDC BDLP 24X36X78 126B #52 6^BA CH 95;nan;nan
2887674;HDC36-60-2S6D1795;Durham HDC36-60-2S6D1795 12G-HDC BDLP 24X36X78 60B #17 2S 6DS 6^BA CH 95;nan;nan
2887678;HDC36-96-4S5295;Durham HDC36-96-4S5295 12G-HDC BDLP 24X36X78 96B #52 4S 6^BA CH 95;nan;nan
2887682;HDC36-DC24TB4S95;Durham HDC36-DC24TB4S95 12G HDC 36X36X78 24TB 4S 6^BA CH #95;nan;nan
2887686;HDC48-162-1795;Durham HDC48-162-1795 12G-HDC BDLP 24X48X78 162B #17 6^BA CH 95;nan;nan
2887690;HDC48-84-2S6D1795;Durham HDC48-84-2S6D1795 12G-HDC BDLP 24X48X78 84B #17 2S 6DS 6^BA CH 95;nan;nan
2887694;HDC60-156-3S5295;Durham HDC60-156-3S5295 12G-HDC BDLP 24X60X78 156B #52 3S 6^BA CH 95;nan;nan
2887698;HDC60-198-95;Durham HDC60-198-95 12G-HDC BDLP 24X60X78 198B 6^BA CH 95;nan;nan
2887702;HDC72-192-3S95;Durham HDC72-192-3S95 12G-HDC BDLP 24X72X78 192B 3S 6^BA CH 95;nan;nan
2887706;HDCC202436-2S95;Durham HDCC202436-2S95 12G-HDC COUNTER TOP CV 20X24X36 2S CH 95;nan;nan
2887710;HDCC243642-2S95;Durham HDCC243642-2S95 12G-HDC COUNTER TOP CV 24X36X42 2S CH 95;nan;nan
2887714;HDCC246078-4S95;Durham HDCC246078-4S95 12G-HDC CLEARVIEW 24X60X78 4S 6^BA CH 95;nan;nan
2887718;HDCD243678-7B95;Durham HDCD243678-7B95 12G-HDC 7DR BTM 24X36X78 2S 6^BA CH 95;nan;nan
2887722;HDCD247278-6B95;Durham HDCD247278-6B95 12G-HDC 6DR BTM 24X72X78 4S 6^BA CH 95;nan;nan
2887726;HDCM36-30-1795;Durham HDCM36-30-1795 12G-HDC STORAGE 24X36X80 MOBILE BLP 30B #17 CH 6PH RS SB 95;nan;nan
2887730;HDCM48-18-2S1795;Durham HDCM48-18-2S1795 12G-HDC STORAGE 24X48X80 MOBILE BLP 18B #17 2S CH 6PH RS SB 95;nan;nan
2887734;HDCM48-42-5295;Durham HDCM48-42-5295 12G-HDC STORAGE 24X48X80 MOBILE BLP 42B #52 CH 6PH RS SB 95;nan;nan
2887738;HDCO244878-4S95;Durham HDCO244878-4S95 12G-HDC OUTDOOR 24X48X78 4S 6^BA CH 95;nan;nan
2887742;HDCP246078-4S95;Durham HDCP246078-4S95 12G-HDC PEGBOARD 24X60X78 4S 6^BA CH 95;nan;nan
2887746;HDC-SH-1872-95;Durham HDC-SH-1872-95 HDC CAB SHELF 15 27/32^ X 69 15/16^ #95 GRAY;nan;nan
2887750;HDC-SH-2424-95;Durham HDC-SH-2424-95 HDC CAB SHELF 20 27/32^ X 21 9/16^ #95 GRAY;nan;nan
2887754;HDC-SH-2448-95;Durham HDC-SH-2448-95 HDC CAB SHELF 20 27/32^ X 45 15/16^ #95 GRAY;nan;nan
2887758;HDCV244878-4S95;Durham HDCV244878-4S95 12G-HDC VENTILATED 24X48X78 4S 6^BA CH 95;nan;nan
2887762;HDCV36-12B-2S95;Durham HDCV36-12B-2S95 12G-HDC VENTILATED 24X36X78 BLP12B 2S 6^BA CH 95;nan;nan
2887766;HDCV36-6B-3S1795;Durham HDCV36-6B-3S1795 12G-HDC VENTILATED 24X36X78BLP 6B #17 3S 6^BA CH 95;nan;nan
2887770;HDCV48-18B-3S5295;Durham HDCV48-18B-3S5295 12G-HDC VENTILATED 24X48X78 BLP 18B #52 3S 6^BA CH 95;nan;nan
2887774;HDCV48-24B-2S95;Durham HDCV48-24B-2S95 12G-HDC VENTILATED 24X48X78 BLP 24B 2S 6^BA CH 95;nan;nan
2887778;HDCV60-12B-3S1795;Durham HDCV60-12B-3S1795 12G-HDC VENTILATED 24X60X78 BLP 12B #17 3S 6^BA CH 95;nan;nan
2887782;HDCV60-54B-5295;Durham HDCV60-54B-5295 12G-HDC VENTILATED 24X60X78 BLP54B #52 6^BA CH 95;nan;nan
2887786;HDDS244866-6S95;Durham HDDS244866-6S95 12G-HDC DBL SHFT 24X48X66 6S 6^BA CH 95;nan;nan
2887790;HDDS247266-6S95;Durham HDDS247266-6S95 12G-HDC DBL SHFT 24X72X66 6S 6^BA CH 95;nan;nan
2887794;HDJC243678-60-4S95;Durham HDJC243678-60-4S95 12G-HDC JANITORIAL 24X36X78 60B 4S 6^BA CH 95;nan;nan
2887798;HDJC244878-4S95;Durham HDJC244878-4S95 12G-HDC JANITORIAL 24X48X78 4S 6^BA CH 95;nan;nan
2887802;HDS-2460-95;Durham HDS-2460-95 HEAVY DUTY SHELVING SHELF ONLY 24X60 #95 GRAY;nan;nan
2887806;HDWB-3048-95;Durham HDWB-3048-95 HVY DTY WK BCH 30X48X34 #95 GRAY;nan;nan
2887814;HDWC244878-7M95;Durham HDWC244878-7M95 12G-HDC WARDROBE 7DR MID 24X48X78 2S 6^BA CH 95;nan;nan
2887818;HET-2436-2-95;Durham HET-2436-2-95 2SC 24X36 4K SH LD 6PH RS 95;nan;nan
2887822;HET-2448-3-5K-95;Durham HET-2448-3-5K-95 3SC 24X48 5K SH LD 8PH RS  95;nan;nan
2887826;HET-3060-2-5K-95;Durham HET-3060-2-5K-95 2SC 30X60 5K LD 8PH RS 95;nan;nan
2887830;HET-3672-2-5K-95;Durham HET-3672-2-5K-95 2SC 36X72 5K LD 8PH RS 95;nan;nan
2887834;HMT-1836-3-95;Durham HMT-1836-3-95 3SC 18X36 1.2K LD 5PU RS 95;nan;nan
2887838;HMT-2448-3-95;Durham HMT-2448-3-95 3SC 24X48 1.2K LD 5PU RS 95;nan;nan
2887842;HMT-3060-3-95;Durham HMT-3060-3-95 3SC 30X60 1.2K LD 5PU RS 95;nan;nan
2887846;HTL-3048-DD-95;Durham HTL-3048-DD-95 SEC TRK 30X48 2K 6PH RS 95;nan;nan
2887850;HTL-3672-DD-95;Durham HTL-3672-DD-95 SEC TRK 36X72 2K 6PH RS 95;nan;nan
2887854;HTLS-3660-DD-95;Durham HTLS-3660-DD-95 SEC TRK SOLID 36X60 2K 6PH RS 95;nan;nan
2887858;HWB-3648-95;Durham HWB-3648-95 14000# HD WORK BENCH #95 GRAY;nan;nan
2887862;HWB-3672-95;Durham HWB-3672-95 14000# HD WORK BENCH #95 GRAY;nan;nan
2887866;HWBMT-366024-95;Durham HWBMT-366024-95 HD WB MACH TABLE 36X60X24 14K #95 GRAY;nan;nan
2887874;JC-137-3S-95;Durham JC-137-3S-95 FDC 48X24X78 137B 3S 6^BA KH 95;nan;nan
2887878;JC-482478-3S-95;Durham JC-482478-3S-95 FDC 48X24X78 3S 6^BA KH 95;nan;nan
2887882;JCBDLP694RDR-1795;Durham JCBDLP694RDR-1795 FDC 48X24X78 69B #17 1S 4D 12DS KH 95;nan;nan
2887886;JCBDLP724RDR-5295;Durham JCBDLP724RDR-5295 FDC 48X24X78 72B #52 1S 4D 12DS KH 95;nan;nan
2887890;LDO-2436-2-2K-95;Durham LDO-2436-2-2K-95 2SC 24X36 2K OH BLU 6PH RS SB 95;nan;nan
2887894;LDO-2448-2-2K-95;Durham LDO-2448-2-2K-95 2SC 24X48 2K OH BLU 6PH RS SB 95;nan;nan
2887898;LDO-3048-2-2K-95;Durham LDO-3048-2-2K-95 2SC 30X48 2K OH BLU 6PH RS SB 95;nan;nan
2887902;LDO-3060-2-95;Durham LDO-3060-2-95 2SC 30X60 1.2K OH BLU 5PU RS SB 95;nan;nan
2887906;LIC-2448-2-95;Durham LIC-2448-2-95 2SC 24X48 1.2K OH BLU 8PN RS RM 95;nan;nan
2887910;LP-DIV-CLEAR;Durham LP-DIV-CLEAR LP ADJ DIVIDERS CLEAR BAG OF 20;nan;nan
2887914;LPRSS-34.5X12-95;Durham LPRSS-34.5X12-95 LOUVERED PANEL STAND 34-1/2^ X 12^ #95 GRAY;nan;nan
2887918;LPW-17.25X64-95;Durham LPW-17.25X64-95 LOUVERED PANEL WALL17 1/4^ x 64^ #95 GRAY;nan;nan
2887922;LPW-46X20-95;Durham LPW-46X20-95 LOUVERED PANEL WALL (2) 23^ X 20^ PANELS #95 GRAY;nan;nan
2887930;MAS-4474-95;Durham MAS-4474-95 MOBILE ADJ SHELF 41 3/8^ X 73 1/2^ #95 GRAY;nan;nan
2887934;MSB6-2036-95;Durham MSB6-2036-95 MOBILE STORAGE BIN 6 CPT 20^X36^X45 1/2^ 6PH RS SB 95;nan;nan
2887938;MT182424-2K195;Durham MT182424-2K195 MACH TBL 182424 2K 1SH #95;nan;nan
2887950;MT243642-2K195;Durham MT243642-2K195 MACH TBL 243642 2K 1SH #95;nan;nan
2887962;MTD182418-2K195;Durham MTD182418-2K195 MACH TBL DRW 182418 2K 1SH #95;nan;nan
2887966;MTD182442-2K195;Durham MTD182442-2K195 MACH TBL DRW 182442 2K 1SH #95;nan;nan
2887970;MTD243636-2K195;Durham MTD243636-2K195 MACH TBL DRW 243636 2K 1SH #95;nan;nan
2887974;MTD244830-2K195;Durham MTD244830-2K195 MACH TBL DRW 244830 2K 1SH #95;nan;nan
2887978;MTDM182424-2K195;Durham MTDM182424-2K195 MACH TBL DRW MBL 182424 2K 1SH 3PL #95;nan;nan
2887982;MTDM243618-2K195;Durham MTDM243618-2K195 MACH TBL DRW MBL 243618 2K 1SH 3PL #95;nan;nan
2887986;MTDM243642-2K195;Durham MTDM243642-2K195 MACH TBL DRW MBL 243642 2K 1SH 3PL #95;nan;nan
2887990;MTDM244836-2K195;Durham MTDM244836-2K195 MACH TBL DRW MBL 244836 2K 1SH 3PL #95;nan;nan
2887994;MTM182430-2K195;Durham MTM182430-2K195 MACH TBL MBL 182430 2K 1SH 3PL #95;nan;nan
2887998;MTM183630-2K395;Durham MTM183630-2K395 MACH TBL MBL 183630 2K 3SH 3PL #95;nan;nan
2888002;MTM243630-2K295;Durham MTM243630-2K295 MACH TBLE MBL 243630 2K 2SH 3PL #95;nan;nan
2888006;MTM244818-2K195;Durham MTM244818-2K195 MACH TBL MBL 244818 2K 1SH 3PL #95;nan;nan
2888010;MTM244836-2K195;Durham MTM244836-2K195 MACH TBL MBL 244836 2K 1SH 3PL #95;nan;nan
2888018;OPC-1836-2-95;Durham OPC-1836-2-95 2SC 18X36X37 5/8 1.2K SH WS 5PU RS SB 95;nan;nan
2888034;PAT-24-4-14-95;Durham PAT-24-4-14-95 PAN & TRAY RACK 24^D 14 TRAY #95 GRAY;nan;nan
2888038;PM-2831-CR-95;Durham PM-2831-CR-95 PANEL MOVER CARPET RAIL 28X28 #95 GRAY;nan;nan
2888042;PSD-2430-4-95;Durham PSD-2430-4-95 4SC 24X30 1.2K LU 5PU RS 95;nan;nan
2888050;RB28-7-95;Durham RB28-7-95 RB28 7 SEC STEM ASY 46 5/8^ #95 GRAY;nan;nan
2888054;RB34-4-95;Durham RB34-4-95 RB34 4 SEC STEM ASY 34 1/4^ #95 GRAY;nan;nan
2888058;RB34-8-95;Durham RB34-8-95 RB34 8 SEC STEM ASY 65 1/2^ #95 GRAY;nan;nan
2888062;RB44-4-95;Durham RB44-4-95 RB44 4 SEC STEM ASY 46 1/2^ #95 GRAY;nan;nan
2888066;RB44-6-BASEASY-95;Durham RB44-6-BASEASY-95 RB44 6 SECTION BASE ASSEMBLY #95 GRAY;nan;nan
2888070;RIC-243650-3-95;Durham RIC-243650-3-95 3SC 24X36X50 1.2K SH LD 8PN RS RM 95;nan;nan
2888074;RIC-3048-2-95;Durham RIC-3048-2-95 2SC 30X48 1.2K SH LD 8PN RS RM 95;nan;nan
2888078;RSC12-1830-2-95;Durham RSC12-1830-2-95 2SC 18X30X37-5/81.2K 12^LU SH 5PU RS 95;nan;nan
2888082;RSC-1830-3-95;Durham RSC-1830-3-95 3SC 18X30 1.2K SH LU 5PU RS 95;nan;nan
2888086;RSC-1836-3-95;Durham RSC-1836-3-95 3SC 18X36 1.2K SH LU 5PU RS 95;nan;nan
2888090;RSC-1848-3-95;Durham RSC-1848-3-95 3SC 18X48 1.2K SH ALU 5PU RS 95;nan;nan
2888098;RSC-2436-3-3K-95;Durham RSC-2436-3-3K-95 3SC 24X36 3K SH LU 6PH RS #95;nan;nan
2888102;RSC-2436-5-3K-95;Durham RSC-2436-5-3K-95 5SC 24X36 3K SH LU 6PH RS #95;nan;nan
2888106;RSC-2436-BLP-64-220-95;Durham RSC-2436-BLP-64-220-95 2SC 24X36 1.2K SH LU LP 5PU 64B 95;nan;nan
2888110;RSC-2448-3-3K-95;Durham RSC-2448-3-3K-95 3SC 24X48 3K SH LU 6PH RS #95;nan;nan
2888114;RSC-2448-4-LD-95;Durham RSC-2448-4-LD-95 4SC 24X48 SH LD S&S 6PH RS #95;nan;nan
2888118;RSC-3036-2-PB-2DR-95;Durham RSC-3036-2-PB-2DR-95 2SC 30X36 SH LU 2D 5PU RS PB 95;nan;nan
2888126;RSC-3060-2-95;Durham RSC-3060-2-95 2SC 30X60 1.2K SH LU 5PU RS 95;nan;nan
2888130;RSC-3060-4-3K-95;Durham RSC-3060-4-3K-95 4SC 30X60 3K SH LU 6PH RS #95;nan;nan
2888134;RSC3-1830-2-95;Durham RSC3-1830-2-95 2SC 18X30X35 1.2K 3^LU SH 5PU RS 95;nan;nan
2888142;RSC6-1836-2-95;Durham RSC6-1836-2-95 2SC 18X36X35 1.2K 6^LU SH 5PU RS 95;nan;nan
2888146;RSCE-1830-2-3.6K-95;Durham RSCE-1830-2-3.6K-95 2SC 18X30 3.6K ERG  ALU 6PH RS SB 95;nan;nan
2888150;RSCE-1830-2-TLD-95;Durham RSCE-1830-2-TLD-95 2SC 18X30 1.2K ERG TLU 5PU RS SB 95;nan;nan
2888154;RSCE-1836-2-95;Durham RSCE-1836-2-95 2SC 18X36 1.2K ERG ALU 5PU RS SB 95;nan;nan
2888158;RSCE-2436-2-3.6K-TLD-95;Durham RSCE-2436-2-3.6K-TLD-95 2SC 24X36 3.6K ERG TLD 6PH RS SB 95;nan;nan
2888162;RSCE-2448-2-3.6K-ALD-95;Durham RSCE-2448-2-3.6K-ALD-95 2SC 24X48 3.6K ERG ALD 6PH RS SB 95;nan;nan
2888166;RSCE-3048-2-3.6K-95;Durham RSCE-3048-2-3.6K-95 2SC 30X48 3.6K ERG ALU 6PH RS SB 95;nan;nan
2888170;RSCE-3048-2-TLD-95;Durham RSCE-3048-2-TLD-95 2SC 30X48 1.2K ERG TLD 5PU RS SB 95;nan;nan
2888174;RSCE-3060-2-95;Durham RSCE-3060-2-95 2SC 30X60 1.2K ERG ALU 5PU RS SB 96;nan;nan
