id,catalog_number,add_descr,attributes
2887059,3010-95,,"Model:3010-95|Weight:128 lbs. / 58 kgs.|Dimensions Overall:in: 24 x 24 x 35-1/2   mm: 610 x 610 x 902|Colors:Durable, textured, gray powder coat finish"
2887296,405-95,11 Pockets Literature Rack (large),Model:405-95|Weight:18 lbs. / 8 kgs.|Dimensions Overall:in: 13-1/4 x 4-1/8 x 36  mm: 337 x 105 x 915|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish that is Rust and Acid Resistant|Colors:Gray
2887348,5003-30-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5003-30-1795|Weight:332 lbs / 146 kgs|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887344,5002-18-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5002-18-1795|Weight:268 lbs / 122 kgs|Dimensions Overall:in: 36 x 18 x 60  mm: 915 x 457 x 1524 |Bins:(12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887332,4SLT-2436-2K-95,4 Sided Low Deck Stock Truck,"Model:4SLT-2436-2K-95|Weight:264 lbs. / 120 kgs.|Dimensions Overall:in: 36 x 24 x 41-1/4  mm: 915 x 457 x 1048|Colors:Durable, textured, gray powder coat finish"
2887352,5006-30-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5006-30-1795|Weight:246 lbs / 112 kgs|Dimensions Overall:in: 48 x 18 x 60  mm: 1219 x 457 x 1524|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887328,434-75,15 Opening Horizontal Literature Rack,Model:434-75|Weight:39 lbs. / 18 kgs.|Dimensions Overall:in: 33-7/8 x 11-5/8 x 17-3/4  mm: 861 x 295 x 451|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish and is Rust and Acid Resistant|Colors:Tan
2887312,411-54,20 Pockets Literature Rack (large),Model:411-54|Weight:27 lbs. / 12 kgs.|Dimensions Overall:in: 13-1/4 x 4-1/8 x 58  mm: 337 x 105 x 1473|Carton Pk:1|Material:Prime Cold Rolled Steel has a Powder Coated Finish that is Rust and Acid Resistant|Colors:Putty
2887360,5010-30-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5010-30-1795|Weight:331 lbs / 150 kgs|Dimensions Overall:in: 36 x 24 x 60  mm: 915 x 610 x 1524 |Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2886891,055-95,Utility Cabinet AU2 with adjustable shelves,"Model:055-95|Weight:24 lbs. / 11 kgs.|Carton Pk:1|Material:Prime Cold Rolled Steel-Interlocking Construction|Colors:Durable. textured, gray powder coat finish|Depth:12 3/4 in | 323 mm|Height:30 in | 762 mm|Width:13 3/4 in | 857 mm"
2887364,5011-30-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5011-30-1795|Weight:369 lbs / 167 kgs|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887372,5015-42-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5015-42-1795|Weight:511 lbs / 232 kgs|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Bins:(24) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887384,5022-3S-95,Heavy Duty 12 Gauge Enclosed Shelving,"Model:5022-3S-95|Weight:519 lbs. | 236 kgs.|Shelves:3|Capacity:Shelf Capacity 1525 lbs.| 692 kgs.|Dimensions Overall:in: 72 x 24 x 60  mm: 1829 x 610 x 1524|Colors:Durable, textured, gray powder coat finish"
2887368,5014-30-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5014-30-1795|Weight:373 lbs / 169 kgs|Dimensions Overall:in: 48 x 24 x 60  mm: 1219 x 610 x 1524|Bins:(12) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887380,5019-4S-95,Heavy Duty 12 Gauge Enclosed Shelving,"Model:5019-4S-95|Weight:508 lbs. | 231 kgs.|Shelves:4|Capacity:Shelf Capacity 1650 lbs. | 749 kgs.|Dimensions Overall:in: 60 x 24 x 72  mm: 1524 x 610 x 1829|Colors:Durable, textured, gray powder coat finish"
2887376,5018-3S-95,Heavy Duty 12 Gauge Enclosed Shelving,"Model:5018-3S-95|Weight:430 lbs. | 195 kgs.|Shelves:3|Capacity:Shelf Capacity 1650 lbs. | 749 kgs.|Dimensions Overall:in: 60 x 24 x 60  mm: 1524 x 610 x 1524|Colors:Durable, textured, gray powder coat finish"
2887356,5007-42-1795,12 Gauge Heavy Duty Enclosed Shelving with Hook-On Bins,"Model:5007-42-1795|Weight:323 lbs / 147 kgs|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Bins:(24) 6 x 11 x 5  (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887404,545-43,(8 Cabinet) Door Pouch sold separately (Model 562-H719).,"Model:545-43|Weight:22 lbs. / 10 kgs.|Shelves:3|Dimensions Overall:in: 10-3/8 x 4-1/2 x 15-3/16|Dimensions Inside:A - 4-1/2"" (114mm)  B - 4-1/2"" (114mm)  C - 5-3/4"" (146mm)|Carton Pk:1|Material:White powder coated finish is rust and acid resistant"
2887392,518-43-MD,Medicine Cabinet with Metal Door,"Model:518-43-MD|Weight:31 lbs. / 14 kgs.|Dimensions Overall:in: 18 x 8 x 27   mm: 457 x 203 x 686|Carton Pk:1|Material:Durable, white powder coated finish is rust and acid resistant"
2887400,534AV-43-SHELF,Shelf for 9AV Cabinet,Model:534AV-43-SHELF|Weight:1 lb / .45 kgs|Carton Pk:1|Material:White powder coated finish is rust and acid resistant
2887396,532-43,"(7FX Cabinet with Swing-out Door) 2-shelf, Door pouch sold separately (Model 563-H720).","Model:532-43|Weight:7 lbs. / 3 kgs|Shelves:2|Dimensions Overall:in: 15 x 4-1/2 x 10-1/4 |Dimensions Inside:A - 4"" (102mm)  B - 6-1/8"" (15mm)|Carton Pk:1|Material:White powder coated finish is rust and acid resistant"
2887260,3ST-EX3660-1AS-95,3 Sided Mesh Stock Truck,"Model:3ST-EX3660-1AS-95|Weight:231 lbs. / 105 kgs.|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: *60-1/2 x 36-3/8 x 56-7/16  mm: 1537 x 924 x 1434  *handle add 6"" to width|Colors:Durable, textured, gray powder coat finish"
2887232,394-95,20 Opening Bin ,Model:394-95|Weight:36 lbs/ 16.33 kgs|Dimensions Overall:in: 33-3/4 x 8-1/2 x 22-1/4 mm: 857 x 216 x 565|Bins:20|Dimensions Bins:in: 7-3/4 x 8-3/8 x 2-3/4 mm: 197 x 213 x 70|Carton Pk:1|Material:Prime Cold Rolled Steel-Interlocking and Welded Construction|Colors:Durable gray powder coat finish  
2887412,579-95,Adjustable base for Hydraulic Hose System,"Model:579-95|Weight:40 lbs. |Dimensions Overall:Adjustable Base, Up to 61-1/16 x 24-11/16 x 7-1/2"
2887424,5WT-3672-12PN-95,"All welded 14 gauge steel platform truck with 12"" pneumatic casters, (2) swivel and (2) rigid","Model:5WT-3672-12PN-95|Weight:200 lbs. / 91 kgs.|Capacity:2,000 lbs.|Dimensions Overall:in: 72 x 36 x 18-1/4  mm: 1829 x 915 x 464  "
2887416,583-95,Three Opening Hydraulic Hose Cabinet ,Model:583-95|Weight:55 lbs.|Dimensions Overall:21-9/16 x 24-1/8 x 24
2887388,5023-4S-95,Heavy Duty 12 Gauge Enclosed Shelving,"Model:5023-4S-95|Weight:612 lbs. | 278 kgs.|Shelves:4|Capacity:Shelf Capacity 1525 lbs. | 692 kgs.|Dimensions Overall:in: 72 x 24 x 72  mm: 1829 x 610 x 1829|Colors:Durable, textured, gray powder coat finish"
2887420,5WT-2448-12PN-95,"All welded 14 gauge steel platform truck with 12"" pneumatic casters, (2) swivel and (2) rigid","Model:5WT-2448-12PN-95|Weight:116 lbs. / 53 kgs.|Capacity:2,000 lbs.|Dimensions Overall:in: 48 x 24 x 18-1/4  mm: 1219 x 610 x 464  "
2887440,AF-2448-95,A-Frame Truck ,"Model:AF-2448-95|Weight:136 lbs. / 62 kgs.|Dimensions Overall:in: 48 x 24 x 57  mm: 1219 x 610 x 1448|Colors:Durable, textured, gray powder coat finish"
2887444,AF-3048-PBLP-95,A-Frame Truck with Louvered Panels and Pegboard on Either Side,"Model:AF-3048-PBLP-95|Weight:254 lbs. / 115 kgs.|Dimensions Overall:in: 48 x 30 x 57   mm: 1219 x 762 x 1448|Carton Pk:1|Colors:Durable, textured, gray powder coat finish"
2887448,APT-2436-95,14 Gauge Steel Construction; 6 removable handles. (in: 12 x 24 x 36) (mm: 305 x 610 x 914) above deck,"Model:APT-2436-95|Weight:183 lbs. / 83 kgs.|Capacity:2000 lbs. / 907 kgs.|Dimensions Overall:24 x 36  x 45-1/8   mm: 965 x 610 x 1146|Colors:Durable, textured, gray powder coat finish"
2887436,806-95,"The door trays, furnished with covers, provide convenient storage in otherwise unuseable space. Adjustable dividers are also provided.",Model:806-95|Weight:17 lbs. / 8 kgs.|Carton Pk:1|Material:Heavy Duty Steel -Interlocking and Welded Construction|Colors:Gray Baked Enamel|Depth:in:4-3/4  mm: 121|Height:in: 21  mm: 534|Width:in: 21  mm: 534
2887464,DC36-48-4S6DS-5295,,Model:DC36-48-4S6DS-5295|Weight:427 lbs. / 194 kgs. |Shelves:(4) Adjustable|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:48|Dimensions Bins:(48)   in: 4 x 5 x 3 
2887460,DC-243636-48-2S-1795,,Model:DC-243636-48-2S-1795|Weight:646 lbs. / 293 kgs. |Shelves:(2) Adjustable|Dimensions Overall:in: 36 x 24 x 36   mm: 915 x 610 x 915|Bins:48|Dimensions Bins:in: 4 x 5 x 3 
2887468,DC36-642S6DS-5295,,Model:DC36-642S6DS-5295|Weight:464 lbs. / 211 kgs.|Shelves:(2) Adjustable  (6) Door Shelves|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:64|Dimensions Bins:(48)   in: 4 x 7 x 3    (16)   in: 8 x 15 x 7 
2887452,ATT-2438-95,Single Sided Adjust-A-Tray Truck,"Model:ATT-2438-95|Weight:116 lbs. / 53 kgs.|Capacity:1500 lbs. / 680 kgs.|Dimensions Overall:in: 38 x 24 x 67-1/4   mm: 965 x 610 x 1708|Trays:(7) 6"" high trays   (Sold Separately)|Colors:Durable, textured, gray powder coat finish"
2887484,DC48-724S6DS-5295,,Model:DC48-724S6DS-5295|Weight:525 lbs. / 238 kgs.|Shelves:(4) Adjustable  (6) Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:72|Dimensions Bins:(72)   in: 4 x 5 x 3 
2887492,DCBDLP524RDR-1795,"36"" Wide Cabinet with 52 Bins, 1 Shelf, 12 Door Shelves & 4 Drawers ","Model:DCBDLP524RDR-1795|Weight:535 lbs. / 243 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:52|Material:14 Gauge|Colors:Durable, textured, gray powder coat finish"
2887476,DC48-128-4S-95,,Model:DC48-128-4S-95|Weight:516 lbs. / 234 kgs.  |Shelves:(4) Adjustable|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:128|Dimensions Bins:(128)   in: 4 x 5 x 3   
2887472,DC48-114-6DS-5295,,Model:DC48-114-6DS-5295|Weight:550 lbs. / 250 kgs.|Shelves:(6) Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:114|Dimensions Bins:(72)  in: 4 x 7 x 3  (24)  in: 6 x 11 x 5  (12)  in: 8 x 15 x 7  (6)   in: 16 x 15 x 7
2887480,DC-482472-BDLP-95,,Model:DC-482472-BDLP-95|Weight:426 lbs. / 193 kgs.|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829
2887496,DCBDLP584RDR-5295,"36"" Wide Cabinet with 58 Bins, 1 Shelf, 12 Door Shelves & 4 Drawers ","Model:DCBDLP584RDR-5295|Weight:547 lbs. / 248 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:58|Material:14 Gauge|Colors:Durable, textured, gray powder coat finish"
2887524,DWBM-3660-BE-95,Lips up on 3 sides,"Model:DWBM-3660-BE-95|Weight:250 lbs. / 113 kgs.|Shelves:Bottom shelf: 500 lbs. / 227 kgs. capacity|Capacity:4,000 lbs. / 1814 kgs.|Dimensions Overall:in: 60 x 36 x 40|Colors:Durable, gray, textured powder coat paint"
2887536,EGCVC4-50,Vertical Cylinder Storage Cabinet - Holds 4 Cylinders,"Model:EGCVC4-50|Weight:118 lbs. / 54 kgs.|Dimensions Overall:in: 30 x 30 x 35  mm: 762 x 762 x 889|Carton Pk:1|Material:1-1/2"" x 1/8"" angle iron frame. Solid 14 gauge steel top and bottom. Expanded metal sides, back, and door, for ventilation and visibility of contents.|Colors:Yellow powder coated finish is rust and acid resistant"
2887504,DC-DLP-96-4S-1795,,Model:DC-DLP-96-4S-1795|Weight:414 lbs. / 118 kgs.|Shelves:(4) Adjustable|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Bins:96|Dimensions Bins:(96)   in: 4 x 5 x 3 
2887512,DWB-3060-BE-RSR-95,Riser is 16H x 13D and includes Louvered Back Panel. (also includes electrical strip with 5 outlets),Model:DWB-3060-BE-RSR-95|Weight:266 lbs. / 121 kgs.|Drawers:Optional  #177-DRAWER-95  in: 14-5/16 x 19-13/16 x   6-3/16 |Shelves:Lower Shelf Capacity 500 lbs / 227 kgs|Capacity:4000 lbs. / 1814 kgs.|Dimensions Overall:in: 60 x 30 x 50   mm: 1524 x 762 x 1270|Bins:(10) Yellow Hook-On Bins� PB30230-21 (in:6 x 11 x 5)
2887508,DWB-3048-95,,Model:DWB-3048-95|Weight:202 lbs/ 92 kgs|Capacity:4000 lbs/ 1814 kgs|Dimensions Overall:in: 48 x 30 x 34  mm: 1219 x 762 x 864|Drawer Dimensions:N/A
2887532,EGCC8-50,Horizontal Cylinder Storage Cabinet - Holds 8 Cylinders,"Model:EGCC8-50|Weight:212 lbs. / 96 kgs.|Dimensions Overall:in: 30 x 30 x 71-3/4  mm: 762 x 762 x 1822|Carton Pk:1|Material:1-1/2"" x 1/8"" angle iron frame. Solid 14 gauge steel top and bottom. Expanded metal sides, back, and door, for ventilation and visibility of contents.|Colors:Yellow powder coated finish is rust and acid resistant"
2887500,DCBDLP694RDR-95,,Model:DCBDLP694RDR-95|Weight:579 lbs. / 263 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:69|Dimensions Bins:in:   (48) 4 x 5 x 3  (8) 6 x 11 x 5  (11) 8 x 15 x 7  (2) 16 x 15 x 7|Drawer Dimensions:in:  (2)   40-13/16 x 14 11/16 x 3  (1)  40-13/16 x 14 11/16 x 5  (1)  40-13/16 x 14 11/16 x 6
2887544,EMDC361845B1795,Clearview Cabinets with Hook-On Bins®,"Model:EMDC361845B1795|Weight:334 lbs. / 152 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (45) 5-1/2 x 11-3/8 x 5"
2887540,EMDC-2602-HDL-BLP-95,,"Model:EMDC-2602-HDL-BLP-95|Weight:288 lbs. / 131 kgs.|Shelves:4 adjustables shelves and 1 fixed shelf|Capacity:Adjustable Shelves:   300 lbs / 136  Fixed Shelf: 700 lbs / 318 kgs|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 204 x 1829|Material:14 Gauge All Welded Steel Construction|Colors:Durable, textured, gray powder coat finish"
2887552,EMDC-361872-30B-1795,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-361872-30B-1795|Weight:310 lbs. / 140 kgs.|Dimensions Overall:in: 36 x 18 x 72  mm: 915 x 457 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887564,EMDC-362472-30B-1795,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-362472-30B-1795|Weight:335 lbs. / 152 kgs.|Dimensions Overall:in: 36 x 24 x 72  mm: 915 x 610 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887556,EMDC-361884-95,,"Model:EMDC-361884-95|Weight:334 lbs. / 152 kgs.|Shelves:4 Adjustable shelves with 900 lbs. / 408 kgs. capacity|Dimensions Overall:in: 36 x 18 x 84   mm: 915 x 457 x 2134|Colors:Durable, textured, gray powder coat finish"
2887560,EMDC-362442-95,,"Model:EMDC-362442-95|Weight:234 lbs. / 106 kgs.|Shelves:2 Adjustable shelves with 900 lbs. / 408 kgs. capacity|Dimensions Overall:in: 36 x 24 x 42    mm: 915 x 610 x 1067|Colors:Durable, textured, gray powder coat finish"
2887528,EAS-2436-95,Open Access Cart ,"Model:EAS-2436-95|Weight:96 lbs. / 44 kgs.|Shelves:2|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 24 x 36 x 36  mm: 610 x 915 x 915|Colors:Durable, textured, gray powder coat finish "
2887584,EMDC-482472-42B-1795,Clearview Cabinets with Hook-On Bins®,"Model:EMDC-482472-42B-1795|Weight:406 lbs. / 184 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Material:14 Gauge Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (24) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7"
2887572,EMDC-481872-24B-2S-5295,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-481872-24B-2S-5295|Weight:350 lbs. / 159 kgs.|Shelves:2|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (24) 8-1/4 x 14-5/8 x 7"
2887592,EPT-2448-95,"All welded 12 gauge steel platform truck with 6"" x 2"" phenolic bolt-on casters, (2) swivel and (2) rigid","Model:EPT-2448-95|Weight:104 lbs. / 47 kgs.|Capacity:2,000 lbs.|Dimensions Overall:in: 24 x 48 x 36  mm: 610 x 1219 x 915"
2887588,EMDC-482472-6B-3S-5295,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-482472-6B-3S-5295|Weight:406 lbs. / 184 kgs.|Shelves:3|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (6) 16-3/4 x 14-5/8 x 7"
2887548,EMDC-361860-95,,"Model:EMDC-361860-95|Weight:229 lbs. / 104 kgs.|Shelves:3 Adjustable shelves with 900 lbs. / 408 kgs. capacity|Dimensions Overall:in: 36 x 18 x 60   mm: 915 x 457 x 1524|Colors:Durable, textured, gray powder coat finish"
2887596,EX-3060-2SC-6PH-95,,Model:EX-3060-2SC-6PH-95|Weight:278 lbs. / 126 kgs.|Dimensions Overall:in: 60 x 30 x 57    mm: 1524 x 762 x 1448
2887608,FS-SH-2930,,Model:FS-SH-2930|Shelves:1|Dimensions Overall:in: 30-9/16 x 29 x 1-3/8 mm: 776 x 737 x 35|Colors:Silver|Fits Models:60 gl
2887604,FDC-SH-7218-95,,"Model:FDC-SH-7218-95|Shelves:1|Capacity:500 lbs. / 227 kgs.|Dimensions Overall:in: 71-1/2 x 16-3/8 x 1-1/8 mm: 1816 x 416 x 29|Colors:Durable gray textured powder coat finish|Fits Models:72"" Wide"
2887520,DWBM-3060-BE-LP-95,Mobile Work Bench with Louvered Panel Top ,"Model:DWBM-3060-BE-LP-95|Weight:231 lbs. / 105 kgs.|Shelves:Bottom shelf: 500 lbs. / 227 kgs. capacity|Capacity:4,000 lbs. / 1814 kgs.|Dimensions Overall:in: 60 x 30 x 62-1/2|Colors:Durable, gray, textured powder coat paint"
2887580,EMDC-481872-95,,"Model:EMDC-481872-95|Weight:350 lbs. / 159 kgs.|Shelves:3 Adjustable shelves with 700 lbs. / 318 kgs. capacity|Dimensions Overall:in: 48 x 18 x 72   mm: 1219 x 457 x 1829|Colors:Durable, textured, gray powder coat finish"
2887600,FDC-SH-4818-95,,"Model:FDC-SH-4818-95 |Shelves:1|Capacity:700 lbs. / 318 kgs.|Dimensions Overall:in: 47-1/2 x 16-3/8 x 1-1/8 mm: 1207 x 416 x 29|Colors:Durable gray textured powder coat finish|Fits Models:48"" Wide"
2887488,DC48-842S6DS-95,,Model:DC48-842S6DS-95|Weight:543 lbs. / 246 kgs.|Shelves:(2) Adjustable  (6) Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:84|Dimensions Bins:(64)   in: 4 x 7 x 3   (20)   in: 8 x 15 x 7 
2887656,HDC-244842-2S95,12 Gauge Counter Top Cabinet,"Model:HDC-244842-2S95|Weight:355 lbs. / 161 kgs|Shelves:2|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 48 x 24 x 42  mm: 1219 x 610 x 1067|Material:All welded 12 gauge steel |Colors:Durable, textured, gray powder coat paint "
2887568,EMDC-362472-95,,"Model:EMDC-362472-95|Weight:335 lbs. / 152 kgs.|Shelves:3 Adjustable shelves with 900 lbs. / 408 kgs. capacity|Dimensions Overall:in: 36 x 24 x 72   mm: 915 x 610 x 1829|Colors:Durable, textured, gray powder coat finish"
2887660,HDC-246078-4S95,,"Model:HDC-246078-4S95|Weight:699 lbs. / 317 kgs.|Shelves:4 adjustable|Capacity:1650 lbs. / 749 kgs.|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish|Depth:in: 24  mm: 610|Height:in:78  mm:1981|Width:in: 60  mm:1524"
2887672,HDC36-126PB240-95,12 Gauge Cabinet with 126 Hook-On-Bins,"Model:HDC36-126PB240-95|Weight:515 lbs. / 234 kgs.|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (96) 4 x 7 x 3  (30) 8 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887676,HDC36-60-2S6D95,,"Model:HDC36-60-2S6D95|Weight:518 lbs. / 235 lbs.|Shelves:(2) -Adjustable   (6) -Door Shelves|Capacity:1900 lbs. - Adjustable  25 lbs. - Door Shelves|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (48) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887668,HDC36-108-3S95,,"Model:HDC36-108-3S95|Weight:520 lbs. / 236 kgs. |Shelves:(3) Adjustable|Capacity:1900 lbs. - Adjustable|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (96) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887648,HDC-202436-2S95,12 Gauge Counter Top Cabinet,"Model:HDC-202436-2S95|Weight:184 lbs. / 84 kgs.|Shelves:2|Capacity:1900 lbs. / 862 kgs.|Dimensions Overall:in: 24 x 20 x 36  mm: 610 x 508 x 915|Material:All welded 12 gauge steel |Colors:Durable, textured, gray powder coat paint "
2887708,HDCC203642-2S95,12 Gauge Countertop Clearview Shelf Cabinet,"Model:HDCC203642-2S95|Weight:264 lbs. | 120 kgs.|Shelves:2|Capacity:1900 lbs. per shelf|Dimensions Overall:in: 36 x 20 x 42  mm: 915 x 508 x 1067|Colors:Durable, textured, gray powder coat paint "
2887688,HDC48-162-95,12 Gauge Cabinet with 162 Hook-On-Bins,"Model:HDC48-162-95|Weight:598 lbs. / 272 kgs.|Dimensions Overall:in: 48 x 24 x 78  mm: 1220 x 610 x 1982|Bins:in:  (60) 4 x 5 x 3  (60) 4 x 7 x 3  (24) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887684,HDC48-134-3S5295,,"Model:HDC48-134-3S5295|Weight:632 lbs. / 287 kgs. |Shelves:(3) Adjustable |Capacity:1200 lbs. - Adjustable|Dimensions Overall:in: 48 x 24 x 78  mm: 1220 x 610 x 1982|Bins:in:  (60) 4-3/16 x 5-7/16 x 3  (60) 4-3/16 x 7-7/16 x 3  (8) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887716,HDCD243678-3B95,,"Model:HDCD243678-3B95|Weight:646 lbs. | 293 kgs.|Shelves:4|Capacity:1900 lbs. per shelf  400 lbs. per drawer  |Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1981|Colors:Durable, textured, gray powder coat finish|No of Drawers:3|Drawer Dimensions:29-3/4 x 20-1/8 x 6"
2887692,HDC48-84-2S6D95,,"Model:HDC48-84-2S6D95|Weight:626 lbs. / 284 kgs.|Shelves:(2) Adjustble   (6) Door shelves|Capacity:1200 lbs. - Adjustable  25 lbs. - Door Shelves|Dimensions Overall:in: 48 x 24 x 78  mm: 1220 x 610 x 1982|Bins:in:  (60) 4-3/16 x 7-7/16 x 3  (24) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887724,HDCM36-12-2S5295,Mobile Cabinet with Hook-On Bins and Shelves,"Model:HDCM36-12-2S5295|Weight:447 lbs. / 203 kgs.|Shelves:2|Capacity:Overall Capacity of 3,600 lbs. / 1633 kgs  Shelf Capacity of 900 lbs. / 408 kgs|Dimensions Overall:in: 36 x 24 x 80  mm: 915 x 610 x 2032|Material:12 Gauge all welded steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 8 x 15 x 7"
2887696,HDC60-198-1795,12 Gauge Cabinet with 198 Hook-On-Bins,"Model:HDC60-198-1795|Weight:732 lbs. / 332 kgs.|Dimensions Overall:in:60 x 24 x 78  mm: 1524 x 610 x 1982|Bins:in:  (72) 4 x 5 x 3  (72) 4 x 7 x 3  (36) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
